"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
Mozambique,21,,,,2.0,19,,0.7,,679.0,22.0
Maldives,20,,,,14.0,6,,37.0,,,
Angola,19,,2.0,,4.0,13,,0.6,0.06,,
Sudan,19,,2.0,,2.0,15,,0.4,0.05,,
Laos,19,,,,,19,,3.0,,1140.0,157.0
Chad,18,,,,2.0,16,,1.0,,,
New Caledonia,18,,,,1.0,17,,63.0,,2608.0,9135.0
Mongolia,17,1.0,,,4.0,13,,5.0,,,
Dominica,16,,,,8.0,8,,222.0,,345.0,4793.0
Fiji,16,,,,,16,,18.0,,,
Namibia,16,,,,3.0,13,,6.0,,362.0,142.0
Saint Lucia,15,,,,4.0,11,,82.0,,,
Zimbabwe,14,,3.0,,,11,,0.9,0.2,563.0,38.0
Belize,14,,2.0,,,12,1.0,35.0,5.0,364.0,915.0
Curaçao,14,,1.0,,8.0,5,,85.0,6.0,,
Grenada,14,,,,,14,2.0,124.0,,92.0,818.0
Eswatini,14,,,,7.0,7,,12.0,,,
Malawi,13,,2.0,,,11,1.0,0.7,0.1,287.0,15.0
Botswana,13,,1.0,,,12,,6.0,0.4,3115.0,1325.0
Nepal,13,1.0,,,1.0,12,,0.4,,5184.0,178.0
Saint Kitts and Nevis,12,,,,,12,,226.0,,205.0,3853.0
St. Vincent Grenadines,12,,,,1.0,11,,108.0,,56.0,505.0
Greenland,11,,,,11.0,0,,194.0,,912.0,16065.0
Montserrat,11,2.0,,,1.0,10,1.0,2204.0,,36.0,7212.0
Seychelles,11,,,,,11,,112.0,,,
Suriname,10,,1.0,,4.0,5,,17.0,2.0,,
Sierra Leone,10,,,,,10,,1.0,,,
MS Zaandam,9,,2.0,,,7,,,,,
Gambia,9,,1.0,,2.0,6,,4.0,0.4,281.0,116.0
Nicaragua,9,,1.0,,4.0,4,,1.0,0.2,,
Turks and Caicos,9,,1.0,,,8,,232.0,26.0,62.0,1601.0
Cabo Verde,8,,1.0,,1.0,6,,14.0,2.0,,
CAR,8,,,,,8,,2.0,,,
Vatican City,8,,,,2.0,6,,9988.0,,,
Mauritania,7,,1.0,,2.0,4,,2.0,0.2,496.0,107.0
St. Barth,6,,,,4.0,2,,607.0,,,
Western Sahara,6,,,,,6,,10.0,,,
Bhutan,5,,,,2.0,3,,6.0,,1166.0,1511.0
Burundi,5,,,,,5,,0.4,,,
Falkland Islands,5,,,,1.0,4,,1437.0,,137.0,39368.0
Sao Tome and Principe,4,,,,,4,,18.0,,19.0,87.0
South Sudan,4,,,,,4,,0.4,,,
Anguilla,3,,,,1.0,2,,200.0,,,
British Virgin Islands,3,,,,2.0,1,,99.0,,,
Caribbean Netherlands,3,,,,,3,,114.0,,10.0,381.0
Papua New Guinea,2,,,,,2,,0.2,,72.0,8.0
Timor-Leste,2,,,,1.0,1,,2.0,,,
Saint Pierre Miquelon,1,,,,,1,,173.0,,,
Yemen,1,,,,,1,,0.03,,,
China,82160,108.0,3341.0,2.0,77663.0,1156,121.0,57.0,2.0,,
Total:,1854197,1940.0,114293.0,99.0,427913.0,1311991,50854.0,237.9,14.7,,
