"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
Dominican Republic,1745,167.0,82.0,5.0,17.0,1646,147.0,161.0,8.0,4542.0,419.0
Greece,1735,62.0,73.0,5.0,78.0,1584,93.0,166.0,7.0,25453.0,2442.0
Qatar,1604,279.0,4.0,1.0,123.0,1477,37.0,557.0,1.0,35757.0,12411.0
South Africa,1585,,9.0,,95.0,1481,7.0,27.0,0.2,53937.0,909.0
Iceland,1486,69.0,4.0,,428.0,1054,11.0,4355.0,12.0,25394.0,74416.0
Colombia,1485,79.0,35.0,3.0,88.0,1362,50.0,29.0,0.7,23706.0,466.0
Argentina,1451,,44.0,1.0,280.0,1127,86.0,32.0,1.0,8488.0,188.0
Algeria,1320,69.0,152.0,22.0,90.0,1078,46.0,30.0,3.0,3359.0,77.0
Singapore,1309,120.0,6.0,,320.0,983,25.0,224.0,1.0,39000.0,6666.0
Ukraine,1308,83.0,37.0,5.0,28.0,1243,16.0,30.0,0.8,5493.0,126.0
Croatia,1182,56.0,15.0,3.0,125.0,1042,39.0,288.0,4.0,10847.0,2642.0
Egypt,1173,103.0,78.0,7.0,247.0,848,,11.0,0.8,25000.0,244.0
Estonia,1097,58.0,15.0,2.0,62.0,1020,17.0,827.0,11.0,21004.0,15834.0
New Zealand,1039,89.0,1.0,,156.0,882,3.0,215.0,0.2,36209.0,7509.0
Slovenia,997,20.0,28.0,6.0,79.0,890,31.0,480.0,13.0,27764.0,13355.0
Morocco,990,71.0,69.0,10.0,71.0,850,1.0,27.0,2.0,4579.0,124.0
Iraq,961,83.0,61.0,5.0,279.0,621,,24.0,2.0,,
Hong Kong,890,28.0,4.0,,206.0,680,8.0,119.0,0.5,96709.0,12900.0
Moldova,864,112.0,15.0,3.0,30.0,819,80.0,214.0,4.0,,
Armenia,822,52.0,7.0,,57.0,758,30.0,277.0,2.0,4666.0,1575.0
Lithuania,811,40.0,13.0,2.0,7.0,791,11.0,298.0,5.0,23645.0,8686.0
Hungary,733,55.0,34.0,2.0,66.0,633,17.0,76.0,4.0,21250.0,2200.0
Diamond Princess,712,,11.0,,619.0,82,10.0,,,,
Bahrain,698,10.0,4.0,,427.0,267,3.0,410.0,2.0,43579.0,25611.0
Bosnia and Herzegovina,654,30.0,23.0,2.0,30.0,601,4.0,199.0,7.0,5349.0,1630.0
Azerbaijan,584,63.0,7.0,2.0,32.0,545,17.0,58.0,0.7,40000.0,3945.0
Kazakhstan,584,53.0,6.0,1.0,42.0,536,6.0,31.0,0.3,5093.0,271.0
Tunisia,574,21.0,22.0,4.0,5.0,547,39.0,49.0,2.0,7145.0,605.0
Belarus,562,122.0,8.0,3.0,52.0,502,11.0,59.0,0.8,32000.0,3386.0
Kuwait,556,77.0,1.0,,99.0,456,17.0,130.0,0.2,,
North Macedonia,555,72.0,18.0,1.0,23.0,514,15.0,266.0,9.0,4920.0,2362.0
Cameroon,555,,9.0,,17.0,529,,21.0,0.3,,
Latvia,533,24.0,1.0,,1.0,531,4.0,283.0,0.5,20680.0,10964.0
Bulgaria,531,28.0,20.0,3.0,37.0,474,22.0,76.0,3.0,15899.0,2288.0
Lebanon,527,7.0,18.0,1.0,54.0,455,28.0,77.0,3.0,9411.0,1379.0
Andorra,501,35.0,18.0,1.0,26.0,457,12.0,6484.0,233.0,,
Slovakia,485,14.0,1.0,,10.0,474,3.0,89.0,0.2,15155.0,2776.0
Costa Rica,454,19.0,2.0,,16.0,436,14.0,89.0,0.4,5098.0,1001.0
Cyprus,446,20.0,9.0,,37.0,400,11.0,369.0,7.0,10946.0,9066.0
Uruguay,400,,5.0,,93.0,302,13.0,115.0,1.0,5063.0,1458.0
Taiwan,363,8.0,5.0,,54.0,304,,15.0,0.2,37219.0,1563.0
Albania,361,28.0,20.0,,104.0,237,7.0,125.0,7.0,2396.0,833.0
Afghanistan,349,40.0,7.0,,15.0,327,,9.0,0.2,,
Burkina Faso,345,27.0,17.0,1.0,90.0,238,,17.0,0.8,,
Jordan,345,22.0,5.0,,110.0,230,5.0,34.0,0.5,,
Réunion,344,10.0,,,40.0,304,4.0,384.0,,,
Uzbekistan,342,76.0,2.0,,30.0,310,8.0,10.0,0.06,,
Cuba,320,32.0,8.0,2.0,15.0,297,11.0,28.0,0.7,5234.0,462.0
Oman,298,21.0,2.0,,61.0,235,3.0,58.0,0.4,,
Channel Islands,280,18.0,6.0,1.0,27.0,247,,1610.0,35.0,,
Honduras,268,4.0,22.0,7.0,6.0,240,10.0,27.0,2.0,,
San Marino,266,7.0,32.0,,35.0,199,14.0,7839.0,943.0,586.0,17270.0
Ivory Coast,245,,1.0,,25.0,219,,9.0,0.04,,
Vietnam,241,1.0,,,90.0,151,3.0,2.0,,88551.0,910.0
Palestine,234,17.0,1.0,,23.0,210,,46.0,0.2,12738.0,2497.0
Mauritius,227,31.0,7.0,,7.0,213,1.0,178.0,6.0,,
Malta,227,14.0,,,5.0,222,3.0,514.0,,10358.0,23459.0
Nigeria,224,10.0,5.0,1.0,27.0,192,2.0,1.0,0.02,4000.0,19.0
Senegal,222,3.0,2.0,,82.0,138,1.0,13.0,0.1,,
Ghana,214,9.0,5.0,,31.0,178,2.0,7.0,0.2,,
Montenegro,214,13.0,2.0,,1.0,211,4.0,341.0,3.0,1583.0,2520.0
Faeroe Islands,181,,,,99.0,82,1.0,3704.0,,4890.0,100076.0
Sri Lanka,176,10.0,5.0,,33.0,138,5.0,8.0,0.2,,
Georgia,174,12.0,2.0,1.0,36.0,136,6.0,44.0,0.5,2762.0,692.0
Venezuela,159,4.0,7.0,,52.0,100,6.0,6.0,0.2,1779.0,63.0
Bolivia,157,18.0,10.0,,2.0,145,3.0,13.0,0.9,591.0,51.0
DRC,154,,18.0,,3.0,133,,2.0,0.2,,
Martinique,149,4.0,4.0,1.0,50.0,95,21.0,397.0,11.0,,
Kyrgyzstan,147,3.0,1.0,,9.0,137,5.0,23.0,0.2,9618.0,1474.0
Niger,144,,8.0,,,136,,6.0,0.3,4012.0,166.0
Kenya,142,16.0,4.0,,4.0,134,2.0,3.0,0.07,3836.0,71.0
Brunei,135,,1.0,,73.0,61,3.0,309.0,2.0,8129.0,18581.0
Guadeloupe,134,,7.0,,24.0,103,14.0,335.0,17.0,,
Mayotte,134,,2.0,,14.0,118,3.0,491.0,7.0,479.0,1756.0
Isle of Man,127,1.0,1.0,,,126,,1494.0,12.0,1334.0,15688.0
Guinea,121,10.0,,,5.0,116,,9.0,,,
Cambodia,114,,,,50.0,64,1.0,7.0,,5768.0,345.0
Trinidad and Tobago,104,1.0,7.0,1.0,1.0,96,,74.0,5.0,797.0,569.0
Paraguay,104,8.0,3.0,,12.0,89,2.0,15.0,0.4,1381.0,194.0
Rwanda,104,2.0,,,4.0,100,,8.0,,,
Gibraltar,103,5.0,,,52.0,51,,3057.0,,1345.0,39922.0
Bangladesh,88,18.0,9.0,1.0,33.0,46,1.0,0.5,0.05,2086.0,13.0
Liechtenstein,77,,1.0,,,76,,2020.0,26.0,900.0,23605.0
Monaco,73,7.0,1.0,,3.0,69,2.0,1860.0,25.0,,
Madagascar,72,2.0,,,2.0,70,6.0,3.0,,,
Aruba,64,,,,1.0,63,,599.0,,863.0,8083.0
El Salvador,62,6.0,3.0,,2.0,57,4.0,10.0,0.5,,
Guatemala,61,,2.0,,15.0,44,1.0,3.0,0.1,1134.0,63.0
French Guiana,61,,,,22.0,39,1.0,204.0,,,
Djibouti,59,9.0,,,9.0,50,,60.0,,,
Barbados,56,4.0,1.0,1.0,6.0,49,4.0,195.0,3.0,527.0,1834.0
Jamaica,55,2.0,3.0,,7.0,45,,19.0,1.0,540.0,182.0
Uganda,48,,,,,48,,1.0,,2629.0,57.0
Congo,45,23.0,5.0,3.0,2.0,38,,8.0,0.9,,
Mali,45,4.0,5.0,2.0,1.0,39,,2.0,0.2,,
Togo,44,3.0,3.0,,20.0,21,,5.0,0.4,,
Macao,44,,,,10.0,34,,68.0,,,
Ethiopia,43,5.0,2.0,2.0,4.0,37,1.0,0.4,0.02,1843.0,16.0
French Polynesia,41,1.0,,,,41,,146.0,,612.0,2179.0
Zambia,39,,1.0,,3.0,35,,2.0,0.05,619.0,34.0
Bermuda,37,,,,14.0,23,,594.0,,291.0,4673.0
Cayman Islands,35,,1.0,,1.0,33,,533.0,15.0,319.0,4854.0
Saint Martin,29,5.0,2.0,,7.0,20,6.0,750.0,52.0,,
Eritrea,29,,,,,29,,8.0,,,
Bahamas,28,,4.0,,,24,1.0,71.0,10.0,,
Sint Maarten,25,2.0,4.0,,6.0,15,,583.0,93.0,82.0,1912.0
Guyana,24,1.0,4.0,,,20,,31.0,5.0,93.0,118.0
Tanzania,22,2.0,1.0,,3.0,18,,0.4,0.02,,
Benin,22,6.0,,,5.0,17,,2.0,,,
Gabon,21,,1.0,,1.0,19,,9.0,0.4,,
Haiti,21,1.0,1.0,1.0,1.0,19,,2.0,0.09,247.0,22.0
Myanmar,21,,1.0,,,20,,0.4,0.02,,
Syria,19,3.0,2.0,,2.0,15,,1.0,0.1,,
Maldives,19,,,,13.0,6,,35.0,,,
Libya,18,,1.0,,,17,,3.0,0.1,294.0,43.0
Guinea-Bissau,18,,,,,18,,9.0,,,
New Caledonia,17,,,,1.0,16,,60.0,,1390.0,4869.0
Equatorial Guinea,16,,,,1.0,15,,11.0,,,
Namibia,16,2.0,,,3.0,13,,6.0,,301.0,118.0
Antigua and Barbuda,15,,,,,15,1.0,153.0,,40.0,408.0
Dominica,14,,,,,14,,194.0,,255.0,3542.0
Mongolia,14,,,,2.0,12,,4.0,,,
Saint Lucia,14,,,,1.0,13,,76.0,,,
Liberia,13,3.0,3.0,2.0,3.0,7,,3.0,0.6,,
Sudan,12,2.0,2.0,,2.0,8,,0.3,0.05,,
Fiji,12,,,,,12,,13.0,,,
Grenada,12,,,,,12,2.0,107.0,,45.0,400.0
Curaçao,11,,1.0,,5.0,5,,67.0,6.0,,
Greenland,11,,,,3.0,8,,194.0,,542.0,9547.0
Laos,11,1.0,,,,11,,2.0,,604.0,83.0
Angola,10,,2.0,,2.0,6,,0.3,0.06,,
Suriname,10,,1.0,,,9,,17.0,2.0,,
Mozambique,10,,,,1.0,9,,0.3,,338.0,11.0
Saint Kitts and Nevis,10,1.0,,,,10,,188.0,,149.0,2801.0
Seychelles,10,,,,,10,,102.0,,,
MS Zaandam,9,,2.0,,,7,,,,,
Zimbabwe,9,,1.0,,,8,,0.6,0.07,316.0,21.0
Nepal,9,,,,1.0,8,,0.3,,1521.0,52.0
Chad,9,,,,,9,,0.5,,,
Eswatini,9,,,,,9,,8.0,,,
CAR,8,,,,,8,,2.0,,,
Cabo Verde,7,,1.0,,,6,,13.0,2.0,,
Vatican City,7,,,,,7,,8739.0,,,
St. Vincent Grenadines,7,,,,1.0,6,,63.0,,,
Somalia,7,,,,1.0,6,,0.4,,,
Botswana,6,2.0,1.0,,,5,,3.0,0.4,966.0,411.0
Mauritania,6,,1.0,,2.0,3,,1.0,0.2,67.0,14.0
Nicaragua,6,1.0,1.0,,,5,,0.9,0.2,,
Montserrat,6,,,,,6,,1202.0,,,
St. Barth,6,,,,1.0,5,,607.0,,,
Sierra Leone,6,2.0,,,,6,,0.8,,,
Turks and Caicos,5,,1.0,1.0,,4,,129.0,26.0,,
Belize,5,1.0,,,,5,1.0,13.0,,102.0,257.0
Bhutan,5,,,,2.0,3,,6.0,,,
Gambia,4,,1.0,,2.0,1,,2.0,0.4,,
Malawi,4,,,,,4,,0.2,,,
Western Sahara,4,,,,,4,,7.0,,,
Anguilla,3,,,,,3,,200.0,,,
British Virgin Islands,3,,,,,3,,99.0,,,
Burundi,3,,,,,3,,0.3,,,
Caribbean Netherlands,2,,,,,2,,76.0,,10.0,381.0
Falkland Islands,2,1.0,,,,2,,575.0,,,
Papua New Guinea,1,,,,,1,,0.1,,72.0,8.0
Saint Pierre Miquelon,1,1.0,,,,1,,173.0,,,
South Sudan,1,1.0,,,,1,,0.09,,,
Timor-Leste,1,,,,,1,,0.8,,,
China,81669,30.0,3329.0,3.0,76964.0,1376,295.0,57.0,2.0,,
Total:,1261095,59642.0,68468.0,3780.0,260032.0,932595,45476.0,161.8,8.8,,
