"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
Estonia,1459,25.0,38.0,2.0,145.0,1276,11.0,1100.0,29.0,37594.0,28340.0
Iraq,1434,,80.0,,856.0,498,,36.0,2.0,49260.0,1225.0
New Zealand,1409,8.0,11.0,2.0,816.0,582,2.0,292.0,2.0,74401.0,15429.0
Uzbekistan,1390,41.0,4.0,,140.0,1246,8.0,42.0,0.1,100000.0,2988.0
Azerbaijan,1340,57.0,15.0,,528.0,797,26.0,132.0,1.0,86607.0,8542.0
Slovenia,1304,36.0,66.0,5.0,174.0,1064,28.0,627.0,32.0,39330.0,18918.0
Armenia,1201,42.0,19.0,1.0,402.0,780,30.0,405.0,6.0,10793.0,3642.0
Bosnia and Herzegovina,1199,32.0,46.0,3.0,320.0,833,4.0,365.0,14.0,15751.0,4801.0
Lithuania,1149,21.0,32.0,,210.0,907,14.0,422.0,12.0,53101.0,19506.0
North Macedonia,1117,36.0,49.0,3.0,139.0,929,15.0,536.0,24.0,10422.0,5002.0
Oman,1069,50.0,5.0,1.0,176.0,888,3.0,209.0,1.0,,
Slovakia,1049,72.0,8.0,,167.0,874,5.0,192.0,1.0,34530.0,6325.0
Hong Kong,1022,4.0,4.0,,533.0,485,9.0,136.0,0.5,131786.0,17579.0
Cameroon,996,,22.0,,164.0,810,,38.0,0.8,,
Afghanistan,906,66.0,30.0,,99.0,777,,23.0,0.8,,
Cuba,862,,27.0,,171.0,664,16.0,76.0,2.0,21837.0,1928.0
Bulgaria,846,46.0,41.0,3.0,141.0,664,37.0,122.0,6.0,18502.0,2663.0
Tunisia,822,,37.0,,43.0,742,89.0,70.0,3.0,13930.0,1179.0
Cyprus,735,,12.0,,77.0,646,8.0,609.0,10.0,25734.0,21314.0
Djibouti,732,141.0,2.0,,76.0,654,,741.0,2.0,7486.0,7577.0
Diamond Princess,712,,13.0,,644.0,55,7.0,,,,
Andorra,696,23.0,35.0,2.0,191.0,470,17.0,9008.0,453.0,1673.0,21653.0
Ivory Coast,688,34.0,6.0,,193.0,489,,26.0,0.2,,
Latvia,682,7.0,5.0,,88.0,589,5.0,362.0,3.0,32837.0,17409.0
Lebanon,668,5.0,21.0,,86.0,561,30.0,98.0,3.0,19185.0,2811.0
Costa Rica,642,,4.0,,74.0,564,11.0,126.0,0.8,9396.0,1844.0
Ghana,641,,8.0,,83.0,550,2.0,21.0,0.3,50719.0,1632.0
Niger,609,25.0,15.0,1.0,105.0,489,,25.0,0.6,4427.0,183.0
Burkina Faso,546,,32.0,,257.0,257,,26.0,2.0,,
Albania,539,21.0,26.0,,283.0,230,5.0,187.0,9.0,5080.0,1765.0
Uruguay,502,,9.0,,286.0,207,13.0,145.0,3.0,11239.0,3235.0
Kyrgyzstan,489,23.0,5.0,,114.0,370,5.0,75.0,0.8,26147.0,4008.0
Bolivia,465,24.0,31.0,2.0,26.0,408,3.0,40.0,3.0,2185.0,187.0
Channel Islands,457,,19.0,,73.0,365,,2629.0,109.0,3320.0,19095.0
Honduras,442,16.0,41.0,6.0,10.0,391,10.0,45.0,4.0,2012.0,203.0
Nigeria,442,,13.0,,152.0,277,2.0,2.0,0.06,6649.0,32.0
Guinea,438,,1.0,,49.0,388,,33.0,0.08,,
San Marino,426,,38.0,,55.0,333,15.0,12555.0,1120.0,846.0,24933.0
Malta,422,10.0,3.0,,91.0,328,4.0,956.0,7.0,21164.0,47932.0
Jordan,402,,7.0,,259.0,136,5.0,39.0,0.7,20500.0,2009.0
Palestine,402,28.0,2.0,,69.0,331,,79.0,0.4,17329.0,3397.0
Taiwan,395,,6.0,,166.0,223,,17.0,0.3,51603.0,2167.0
Réunion,394,,,,237.0,157,4.0,440.0,,,
Georgia,370,22.0,3.0,,79.0,288,6.0,93.0,0.8,5027.0,1260.0
Senegal,342,7.0,2.0,,198.0,142,1.0,20.0,0.1,,
Mauritius,324,,9.0,,108.0,207,3.0,255.0,7.0,9755.0,7670.0
Montenegro,303,,4.0,,55.0,244,7.0,482.0,6.0,3874.0,6168.0
Isle of Man,289,5.0,4.0,,168.0,117,10.0,3399.0,47.0,2322.0,27307.0
DRC,287,20.0,23.0,1.0,25.0,239,,3.0,0.3,,
Vietnam,268,,,,198.0,70,8.0,3.0,,206253.0,2119.0
Kenya,246,12.0,11.0,,53.0,182,2.0,5.0,0.2,10784.0,201.0
Mayotte,245,12.0,4.0,1.0,117.0,124,6.0,898.0,15.0,1700.0,6231.0
Sri Lanka,242,4.0,7.0,,77.0,158,1.0,11.0,0.3,4768.0,223.0
Guatemala,214,18.0,7.0,2.0,21.0,186,3.0,12.0,0.4,7200.0,402.0
Venezuela,204,,9.0,,111.0,84,4.0,7.0,0.3,268503.0,9442.0
Paraguay,199,25.0,8.0,,30.0,161,1.0,28.0,1.0,4267.0,598.0
Faeroe Islands,184,,,,171.0,13,,3766.0,,5846.0,119641.0
El Salvador,177,13.0,7.0,1.0,33.0,137,2.0,27.0,1.0,9267.0,1429.0
Mali,171,,13.0,,34.0,124,,8.0,0.6,,
Martinique,158,,8.0,,73.0,77,17.0,421.0,21.0,,
Tanzania,147,53.0,5.0,1.0,11.0,131,4.0,2.0,0.08,,
Guadeloupe,145,,8.0,,67.0,70,13.0,362.0,20.0,,
Jamaica,143,,5.0,,25.0,113,,48.0,2.0,1424.0,481.0
Rwanda,138,,,,60.0,78,,11.0,,6237.0,482.0
Brunei,136,,1.0,,112.0,23,2.0,311.0,2.0,11089.0,25348.0
Gibraltar,132,1.0,,,105.0,27,1.0,3918.0,,1760.0,52239.0
Cambodia,122,,,,98.0,24,1.0,7.0,,5768.0,345.0
Congo,117,,5.0,,11.0,101,,21.0,0.9,,
Madagascar,117,6.0,,,33.0,84,1.0,4.0,,2357.0,85.0
Trinidad and Tobago,114,,8.0,,20.0,86,,81.0,6.0,1298.0,927.0
Ethiopia,96,4.0,3.0,,15.0,78,1.0,0.8,0.03,6231.0,54.0
French Guiana,96,10.0,,,61.0,35,2.0,321.0,,,
Aruba,95,,2.0,,39.0,54,1.0,890.0,19.0,1237.0,11586.0
Gabon,95,15.0,1.0,,6.0,88,,43.0,0.4,572.0,257.0
Monaco,93,,3.0,,12.0,78,2.0,2370.0,76.0,,
Myanmar,85,,4.0,,2.0,79,,2.0,0.07,3236.0,59.0
Bermuda,83,2.0,5.0,,35.0,43,9.0,1333.0,80.0,552.0,8863.0
Togo,83,2.0,5.0,,48.0,30,,10.0,0.6,3926.0,474.0
Somalia,80,,5.0,,2.0,73,2.0,5.0,0.3,,
Liechtenstein,79,,1.0,,55.0,23,,2072.0,26.0,900.0,23605.0
Liberia,76,17.0,7.0,1.0,7.0,62,,15.0,1.0,,
Barbados,75,,5.0,,15.0,55,4.0,261.0,17.0,900.0,3132.0
Cayman Islands,61,1.0,1.0,,7.0,53,3.0,928.0,15.0,690.0,10499.0
Sint Maarten,57,,9.0,,12.0,36,6.0,1329.0,210.0,163.0,3802.0
Guyana,57,2.0,6.0,,9.0,42,4.0,72.0,8.0,260.0,331.0
Cabo Verde,56,,1.0,,1.0,54,,101.0,2.0,,
French Polynesia,55,,,,,55,1.0,196.0,,920.0,3275.0
Uganda,55,,,,20.0,35,,1.0,,8855.0,194.0
Bahamas,53,,8.0,,6.0,39,1.0,135.0,20.0,,
Zambia,52,4.0,2.0,,30.0,20,1.0,3.0,0.1,2191.0,119.0
Equatorial Guinea,51,,,,4.0,47,,36.0,,854.0,609.0
Libya,49,,1.0,,11.0,37,,7.0,0.1,699.0,102.0
Macao,45,,,,16.0,29,1.0,69.0,,,
Haiti,43,2.0,3.0,,,40,,4.0,0.3,365.0,32.0
Guinea-Bissau,43,,,,,43,,22.0,,1500.0,762.0
Saint Martin,35,,2.0,,13.0,20,5.0,905.0,52.0,,
Benin,35,,1.0,,18.0,16,,3.0,0.08,,
Eritrea,35,,,,,35,,10.0,,,
Mozambique,34,3.0,,,2.0,32,,1.0,,898.0,29.0
Syria,33,,2.0,,5.0,26,,2.0,0.1,,
Sudan,32,,5.0,,4.0,23,,0.7,0.1,,
Mongolia,31,,,,5.0,26,,9.0,,1450.0,442.0
Nepal,30,14.0,,,2.0,28,,1.0,,15800.0,542.0
Maldives,28,3.0,,,16.0,12,,52.0,,3497.0,6469.0
Chad,27,,,,5.0,22,,2.0,,,
Sierra Leone,26,11.0,,,,26,,3.0,,,
Zimbabwe,24,1.0,3.0,,2.0,19,,2.0,0.2,1299.0,87.0
Antigua and Barbuda,23,,3.0,,3.0,17,1.0,235.0,31.0,73.0,745.0
Angola,19,,2.0,,5.0,12,,0.6,0.06,,
Laos,19,,,,2.0,17,,3.0,,1288.0,177.0
Belize,18,,2.0,,,16,1.0,45.0,5.0,651.0,1637.0
New Caledonia,18,,,,14.0,4,1.0,63.0,,3316.0,11615.0
Timor-Leste,18,,,,1.0,17,,14.0,,,
Fiji,17,,,,,17,,19.0,,,
Malawi,16,,2.0,,,14,1.0,0.8,0.1,353.0,18.0
Eswatini,16,,1.0,,8.0,7,,14.0,0.9,714.0,615.0
Dominica,16,,,,8.0,8,,222.0,,345.0,4793.0
Namibia,16,,,,4.0,12,,6.0,,362.0,142.0
Botswana,15,,1.0,,,14,,6.0,0.4,3602.0,1532.0
Saint Lucia,15,,,,11.0,4,,82.0,,319.0,1737.0
Curaçao,14,,1.0,,10.0,3,,85.0,6.0,230.0,1402.0
Grenada,14,,,,,14,2.0,124.0,,92.0,818.0
Saint Kitts and Nevis,14,,,,,14,,263.0,,234.0,4399.0
CAR,12,,,,4.0,8,,2.0,,,
St. Vincent Grenadines,12,,,,1.0,11,,108.0,,87.0,784.0
Turks and Caicos,11,,1.0,,,10,,284.0,26.0,83.0,2144.0
Falkland Islands,11,,,,1.0,10,,3161.0,,137.0,39368.0
Greenland,11,,,,11.0,0,,194.0,,1019.0,17950.0
Montserrat,11,,,,1.0,10,1.0,2204.0,,36.0,7212.0
Seychelles,11,,,,5.0,6,,112.0,,,
Suriname,10,,1.0,,6.0,3,,17.0,2.0,,
MS Zaandam,9,,2.0,,,7,,,,,
Gambia,9,,1.0,,2.0,6,,4.0,0.4,281.0,116.0
Nicaragua,9,,1.0,,4.0,4,,1.0,0.2,,
Vatican City,8,,,,2.0,6,,9988.0,,,
Mauritania,7,,1.0,,2.0,4,,2.0,0.2,713.0,153.0
Papua New Guinea,7,,,,,7,,0.8,,167.0,19.0
St. Barth,6,,,,4.0,2,,607.0,,,
Western Sahara,6,,,,,6,,10.0,,,
Burundi,5,,1.0,,,4,,0.4,0.08,,
Bhutan,5,,,,2.0,3,,6.0,,7913.0,10255.0
British Virgin Islands,4,1.0,,,2.0,2,,132.0,,,
Sao Tome and Principe,4,,,,,4,,18.0,,19.0,87.0
South Sudan,4,,,,,4,,0.4,,,
Anguilla,3,,,,1.0,2,,200.0,,,
Caribbean Netherlands,3,,,,,3,,114.0,,10.0,381.0
Saint Pierre Miquelon,1,,,,,1,,173.0,,,
Yemen,1,,,,,1,,0.03,,,
China,82692,351.0,4632.0,1290.0,77944.0,116,89.0,57.0,3.0,,
Total:,2209603,28295.0,148759.0,3288.0,558759.0,1502085,56484.0,283.5,19.1,,
