"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
Hong Kong,1018,1.0,4.0,,485.0,529,9.0,136.0,0.5,116273.0,15509.0
Cameroon,996,148.0,22.0,5.0,164.0,810,,38.0,0.8,,
Slovakia,977,114.0,8.0,2.0,167.0,802,5.0,179.0,1.0,34458.0,6311.0
Cuba,862,48.0,27.0,3.0,171.0,664,16.0,76.0,2.0,21837.0,1928.0
Afghanistan,840,56.0,30.0,5.0,54.0,756,,22.0,0.8,,
Tunisia,822,42.0,37.0,2.0,43.0,742,89.0,70.0,3.0,13930.0,1179.0
Bulgaria,800,53.0,38.0,2.0,122.0,640,37.0,115.0,5.0,18502.0,2663.0
Cyprus,735,20.0,12.0,,77.0,646,8.0,609.0,10.0,17923.0,14845.0
Diamond Princess,712,,12.0,,644.0,56,7.0,,,,
Latvia,675,9.0,5.0,,57.0,613,3.0,358.0,3.0,31302.0,16595.0
Andorra,673,,33.0,,169.0,471,17.0,8710.0,427.0,1673.0,21653.0
Lebanon,663,5.0,21.0,,86.0,556,30.0,97.0,3.0,18115.0,2654.0
Ivory Coast,654,,6.0,,146.0,502,,25.0,0.2,,
Costa Rica,642,16.0,4.0,,67.0,571,11.0,126.0,0.8,9396.0,1844.0
Ghana,641,,8.0,,83.0,550,2.0,21.0,0.3,50719.0,1632.0
Djibouti,591,156.0,2.0,,73.0,516,,598.0,2.0,6430.0,6508.0
Niger,584,,14.0,,90.0,480,,24.0,0.6,4427.0,183.0
Burkina Faso,542,,32.0,,226.0,284,,26.0,2.0,,
Albania,518,24.0,26.0,1.0,277.0,215,5.0,180.0,9.0,4827.0,1677.0
Uruguay,493,,9.0,,272.0,212,13.0,142.0,3.0,10448.0,3008.0
Kyrgyzstan,466,17.0,5.0,,91.0,370,5.0,71.0,0.8,26147.0,4008.0
Channel Islands,457,10.0,19.0,4.0,69.0,369,,2629.0,109.0,3320.0,19095.0
Bolivia,441,44.0,29.0,1.0,14.0,398,3.0,38.0,2.0,2185.0,187.0
Guinea,438,34.0,1.0,,49.0,388,,33.0,0.08,,
San Marino,426,33.0,38.0,2.0,55.0,333,15.0,12555.0,1120.0,846.0,24933.0
Honduras,426,7.0,35.0,4.0,9.0,382,10.0,43.0,4.0,2012.0,203.0
Malta,412,13.0,3.0,,82.0,327,4.0,933.0,7.0,21164.0,47932.0
Nigeria,407,,12.0,,128.0,267,2.0,2.0,0.06,5000.0,24.0
Jordan,402,1.0,7.0,,259.0,136,5.0,39.0,0.7,20500.0,2009.0
Taiwan,395,,6.0,,155.0,234,,17.0,0.3,50703.0,2129.0
Réunion,391,,,,237.0,154,3.0,437.0,,,
Palestine,374,,2.0,,63.0,309,,73.0,0.4,17329.0,3397.0
Georgia,348,42.0,3.0,,76.0,269,6.0,87.0,0.8,5027.0,1260.0
Senegal,335,21.0,2.0,,194.0,139,1.0,20.0,0.1,,
Mauritius,324,,9.0,,81.0,234,3.0,255.0,7.0,8279.0,6510.0
Montenegro,294,6.0,4.0,,55.0,235,7.0,468.0,6.0,3874.0,6168.0
Isle of Man,284,28.0,4.0,,154.0,126,13.0,3340.0,47.0,2261.0,26590.0
Vietnam,268,,,,177.0,91,8.0,3.0,,206253.0,2119.0
DRC,267,13.0,22.0,1.0,23.0,222,,3.0,0.2,,
Sri Lanka,238,,7.0,,68.0,163,1.0,11.0,0.3,4768.0,223.0
Kenya,234,9.0,11.0,1.0,53.0,170,2.0,4.0,0.2,9630.0,179.0
Mayotte,233,16.0,3.0,,69.0,161,3.0,854.0,11.0,1500.0,5498.0
Venezuela,197,,9.0,,111.0,77,6.0,7.0,0.3,225009.0,7913.0
Guatemala,196,16.0,5.0,,19.0,172,3.0,11.0,0.3,7200.0,402.0
Faeroe Islands,184,,,,169.0,15,,3766.0,,5765.0,117983.0
Paraguay,174,13.0,8.0,,30.0,136,1.0,24.0,1.0,4267.0,598.0
Mali,171,23.0,13.0,,34.0,124,,8.0,0.6,,
El Salvador,164,5.0,6.0,,33.0,125,2.0,25.0,0.9,8333.0,1285.0
Martinique,158,,8.0,,73.0,77,17.0,421.0,21.0,,
Guadeloupe,145,,8.0,,67.0,70,13.0,362.0,20.0,,
Jamaica,143,18.0,5.0,,21.0,117,,48.0,2.0,1424.0,481.0
Rwanda,138,2.0,,,60.0,78,,11.0,,6237.0,482.0
Brunei,136,,1.0,,108.0,27,2.0,311.0,2.0,10826.0,24746.0
Gibraltar,131,,,,104.0,27,1.0,3888.0,,1649.0,48945.0
Cambodia,122,,,,98.0,24,1.0,7.0,,5768.0,345.0
Congo,117,,5.0,,11.0,101,,21.0,0.9,,
Trinidad and Tobago,114,,8.0,,20.0,86,,81.0,6.0,1282.0,916.0
Madagascar,111,1.0,,,33.0,78,1.0,4.0,,,
Aruba,95,2.0,2.0,1.0,39.0,54,1.0,890.0,19.0,1237.0,11586.0
Tanzania,94,6.0,4.0,,11.0,79,,2.0,0.07,,
Monaco,93,,3.0,,12.0,78,2.0,2370.0,76.0,,
Ethiopia,92,7.0,3.0,,15.0,74,1.0,0.8,0.03,5389.0,47.0
French Guiana,86,,,,51.0,35,1.0,288.0,,,
Myanmar,85,11.0,4.0,,2.0,79,,2.0,0.07,3236.0,59.0
Bermuda,81,,5.0,,33.0,43,3.0,1301.0,80.0,527.0,8462.0
Togo,81,,5.0,2.0,45.0,31,,10.0,0.6,3618.0,437.0
Somalia,80,,5.0,,2.0,73,2.0,5.0,0.3,,
Gabon,80,,1.0,,4.0,75,,36.0,0.4,,
Liechtenstein,79,,1.0,,55.0,23,,2072.0,26.0,900.0,23605.0
Barbados,75,2.0,5.0,,15.0,55,4.0,261.0,17.0,900.0,3132.0
Cayman Islands,60,,1.0,,6.0,53,3.0,913.0,15.0,636.0,9677.0
Liberia,59,,6.0,,4.0,49,,12.0,1.0,,
Sint Maarten,57,4.0,9.0,,12.0,36,6.0,1329.0,210.0,163.0,3802.0
Cabo Verde,56,,1.0,,1.0,54,,101.0,2.0,,
Guyana,55,,6.0,,8.0,41,5.0,70.0,8.0,213.0,271.0
French Polynesia,55,,,,,55,1.0,196.0,,920.0,3275.0
Uganda,55,,,,20.0,35,,1.0,,7693.0,168.0
Bahamas,53,,8.0,,6.0,39,1.0,135.0,20.0,,
Equatorial Guinea,51,,,,4.0,47,,36.0,,854.0,609.0
Zambia,48,,2.0,,30.0,16,1.0,3.0,0.1,1696.0,92.0
Libya,48,,1.0,,11.0,36,,7.0,0.1,634.0,92.0
Macao,45,,,,16.0,29,1.0,69.0,,,
Guinea-Bissau,43,,,,,43,,22.0,,1500.0,762.0
Haiti,41,,3.0,,,38,,4.0,0.3,365.0,32.0
Saint Martin,35,,2.0,,13.0,20,5.0,905.0,52.0,,
Benin,35,,1.0,,18.0,16,,3.0,0.08,,
Eritrea,35,,,,,35,,10.0,,,
Syria,33,,2.0,,5.0,26,,2.0,0.1,,
Sudan,32,,5.0,,4.0,23,,0.7,0.1,,
Mongolia,31,1.0,,,5.0,26,,9.0,,1077.0,329.0
Mozambique,31,2.0,,,2.0,29,,1.0,,855.0,27.0
Chad,27,4.0,,,5.0,22,,2.0,,,
Antigua and Barbuda,23,,3.0,1.0,3.0,17,1.0,235.0,31.0,73.0,745.0
Zimbabwe,23,,3.0,,1.0,19,,2.0,0.2,716.0,48.0
Maldives,23,1.0,,,16.0,7,,43.0,,3432.0,6349.0
Angola,19,,2.0,,5.0,12,,0.6,0.06,,
Laos,19,,,,2.0,17,,3.0,,1288.0,177.0
Belize,18,,2.0,,,16,1.0,45.0,5.0,567.0,1426.0
New Caledonia,18,,,,1.0,17,1.0,63.0,,3002.0,10515.0
Timor-Leste,18,10.0,,,1.0,17,,14.0,,,
Fiji,17,1.0,,,,17,,19.0,,,
Malawi,16,,2.0,,,14,1.0,0.8,0.1,343.0,18.0
Eswatini,16,1.0,1.0,1.0,8.0,7,,14.0,0.9,714.0,615.0
Nepal,16,,,,2.0,14,,0.5,,15800.0,542.0
Dominica,16,,,,8.0,8,,222.0,,345.0,4793.0
Namibia,16,,,,4.0,12,,6.0,,362.0,142.0
Botswana,15,2.0,1.0,,,14,,6.0,0.4,3441.0,1463.0
Saint Lucia,15,,,,11.0,4,,82.0,,319.0,1737.0
Sierra Leone,15,2.0,,,,15,,2.0,,,
Curaçao,14,,1.0,,10.0,3,,85.0,6.0,230.0,1402.0
Grenada,14,,,,,14,2.0,124.0,,92.0,818.0
Saint Kitts and Nevis,14,,,,,14,,263.0,,234.0,4399.0
CAR,12,,,,4.0,8,,2.0,,,
St. Vincent Grenadines,12,,,,1.0,11,,108.0,,87.0,784.0
Turks and Caicos,11,1.0,1.0,,,10,,284.0,26.0,71.0,1834.0
Falkland Islands,11,,,,1.0,10,,3161.0,,137.0,39368.0
Greenland,11,,,,11.0,0,,194.0,,912.0,16065.0
Montserrat,11,,,,1.0,10,1.0,2204.0,,36.0,7212.0
Seychelles,11,,,,,11,,112.0,,,
Suriname,10,,1.0,,6.0,3,,17.0,2.0,,
MS Zaandam,9,,2.0,,,7,,,,,
Gambia,9,,1.0,,2.0,6,,4.0,0.4,281.0,116.0
Nicaragua,9,,1.0,,4.0,4,,1.0,0.2,,
Vatican City,8,,,,2.0,6,,9988.0,,,
Mauritania,7,,1.0,,2.0,4,,2.0,0.2,713.0,153.0
Papua New Guinea,7,5.0,,,,7,,0.8,,167.0,19.0
St. Barth,6,,,,4.0,2,,607.0,,,
Western Sahara,6,,,,,6,,10.0,,,
Burundi,5,,1.0,,,4,,0.4,0.08,,
Bhutan,5,,,,2.0,3,,6.0,,1166.0,1511.0
Sao Tome and Principe,4,,,,,4,,18.0,,19.0,87.0
South Sudan,4,,,,,4,,0.4,,,
Anguilla,3,,,,1.0,2,,200.0,,,
British Virgin Islands,3,,,,2.0,1,,99.0,,,
Caribbean Netherlands,3,,,,,3,,114.0,,10.0,381.0
Saint Pierre Miquelon,1,,,,,1,,173.0,,,
Yemen,1,,,,,1,,0.03,,,
China,82341,46.0,3342.0,,77892.0,1107,95.0,57.0,2.0,,
Total:,2172924,86638.0,144932.0,6458.0,546272.0,1481720,57060.0,278.8,18.6,,
