"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
Algeria,5182,,483.0,,2323.0,2376,22.0,118.0,11.0,6500.0,148.0
Kazakhstan,4753,175.0,31.0,1.0,1582.0,3140,31.0,253.0,2.0,371126.0,19765.0
Moldova,4605,,145.0,,1747.0,2713,237.0,1142.0,36.0,20447.0,5069.0
Bahrain,4199,,8.0,,2000.0,2191,4.0,2468.0,5.0,166378.0,97779.0
Luxembourg,3859,,100.0,,3505.0,254,21.0,6165.0,160.0,51883.0,82883.0
Afghanistan,3563,,106.0,,468.0,2989,7.0,92.0,3.0,14389.0,370.0
Nigeria,3526,,107.0,,601.0,2818,4.0,17.0,0.5,22492.0,109.0
Hungary,3178,28.0,392.0,9.0,865.0,1921,74.0,329.0,41.0,99058.0,10254.0
Oman,3112,154.0,15.0,,1025.0,2072,17.0,609.0,3.0,50000.0,9791.0
Ghana,3091,,18.0,,303.0,2770,4.0,99.0,0.6,135902.0,4374.0
Armenia,3029,145.0,43.0,1.0,1218.0,1768,10.0,1022.0,15.0,29205.0,9856.0
Thailand,3000,8.0,55.0,,2784.0,161,61.0,43.0,0.8,227860.0,3264.0
Greece,2678,,148.0,,1374.0,1156,33.0,257.0,14.0,90043.0,8639.0
Iraq,2543,,102.0,,1626.0,815,,63.0,3.0,120604.0,2998.0
Uzbekistan,2314,16.0,10.0,,1721.0,583,8.0,69.0,0.3,325000.0,9710.0
Cameroon,2267,,108.0,,1002.0,1157,12.0,85.0,4.0,,
Azerbaijan,2204,,28.0,,1551.0,625,18.0,217.0,3.0,175910.0,17350.0
Croatia,2125,,86.0,,1641.0,398,14.0,518.0,21.0,41938.0,10216.0
Bolivia,2081,195.0,102.0,11.0,219.0,1760,3.0,178.0,9.0,7651.0,655.0
Bosnia and Herzegovina,2070,43.0,98.0,8.0,960.0,1012,4.0,631.0,30.0,38187.0,11639.0
Guinea,1927,,11.0,,629.0,1287,,147.0,0.8,,
Bulgaria,1865,36.0,84.0,,401.0,1380,43.0,268.0,12.0,54328.0,7819.0
Iceland,1801,,10.0,,1755.0,36,,5278.0,29.0,51663.0,151397.0
Cuba,1729,,73.0,,1031.0,625,8.0,153.0,6.0,61613.0,5440.0
Estonia,1725,5.0,56.0,,704.0,965,4.0,1300.0,42.0,61767.0,46563.0
Honduras,1685,224.0,105.0,6.0,154.0,1426,10.0,170.0,11.0,5653.0,571.0
North Macedonia,1572,,89.0,,1079.0,404,21.0,755.0,43.0,18168.0,8720.0
Ivory Coast,1571,,20.0,,742.0,809,,60.0,0.8,12312.0,467.0
Senegal,1492,,13.0,,562.0,917,6.0,89.0,0.8,18969.0,1133.0
New Zealand,1490,1.0,21.0,,1347.0,122,3.0,309.0,4.0,175835.0,36463.0
Slovakia,1455,10.0,26.0,,905.0,524,4.0,267.0,5.0,114461.0,20965.0
Slovenia,1449,,99.0,,247.0,1103,13.0,697.0,48.0,59978.0,28850.0
Lithuania,1436,3.0,49.0,,765.0,622,17.0,527.0,18.0,172191.0,63252.0
Djibouti,1133,,3.0,,799.0,331,,1147.0,3.0,14751.0,14930.0
Hong Kong,1045,,4.0,,960.0,81,1.0,139.0,0.5,154989.0,20674.0
Tunisia,1026,,44.0,,600.0,382,22.0,87.0,4.0,25967.0,2197.0
Sudan,930,,52.0,,92.0,786,,21.0,1.0,,
Somalia,928,,44.0,,106.0,778,2.0,58.0,3.0,,
Latvia,928,19.0,18.0,,464.0,446,2.0,492.0,10.0,73016.0,38711.0
Kyrgyzstan,906,11.0,12.0,,650.0,244,13.0,139.0,2.0,59490.0,9118.0
DRC,897,34.0,36.0,,119.0,742,,10.0,0.4,,
Cyprus,889,,15.0,,400.0,474,15.0,736.0,12.0,70811.0,58649.0
Mayotte,854,,10.0,,352.0,492,7.0,3130.0,37.0,4000.0,14662.0
Albania,850,8.0,31.0,,620.0,199,7.0,295.0,11.0,10044.0,3490.0
Guatemala,832,34.0,23.0,2.0,90.0,719,5.0,46.0,1.0,7200.0,402.0
Sri Lanka,824,1.0,9.0,,240.0,575,1.0,38.0,0.4,32078.0,1498.0
Lebanon,796,12.0,26.0,1.0,223.0,547,42.0,117.0,4.0,48673.0,7131.0
Niger,781,,42.0,,586.0,153,,32.0,2.0,5432.0,224.0
Costa Rica,765,,6.0,,445.0,314,6.0,150.0,1.0,15140.0,2972.0
Andorra,752,,47.0,,526.0,179,14.0,9733.0,608.0,1673.0,21653.0
El Salvador,742,47.0,15.0,,257.0,470,4.0,114.0,2.0,37306.0,5752.0
Burkina Faso,736,,48.0,,562.0,126,,35.0,2.0,,
Diamond Princess,712,,13.0,,645.0,54,4.0,,,,
Uruguay,684,,17.0,,492.0,175,9.0,197.0,5.0,25698.0,7398.0
Mali,650,,32.0,,271.0,347,,32.0,2.0,2172.0,107.0
Maldives,648,,3.0,,20.0,625,2.0,1199.0,6.0,9863.0,18246.0
Georgia,623,8.0,10.0,1.0,288.0,325,6.0,156.0,3.0,25861.0,6483.0
San Marino,622,,41.0,,106.0,475,4.0,18331.0,1208.0,2777.0,81843.0
Kenya,607,,29.0,,197.0,381,1.0,11.0,0.5,25861.0,481.0
Guinea-Bissau,564,,2.0,,25.0,537,,287.0,1.0,1500.0,762.0
Channel Islands,545,,40.0,,430.0,75,,3135.0,230.0,5342.0,30725.0
Gabon,504,,8.0,,110.0,386,1.0,226.0,4.0,724.0,325.0
Jordan,494,,9.0,,381.0,104,5.0,48.0,0.9,101734.0,9971.0
Jamaica,488,10.0,9.0,,58.0,421,,165.0,3.0,6417.0,2167.0
Malta,486,,5.0,,413.0,68,,1101.0,11.0,39366.0,89156.0
Tanzania,480,,16.0,,167.0,297,7.0,8.0,0.3,,
Paraguay,462,,10.0,,148.0,304,9.0,65.0,1.0,11913.0,1670.0
Tajikistan,461,,12.0,,,449,,48.0,1.0,,
Taiwan,440,,6.0,,355.0,79,,18.0,0.3,66460.0,2790.0
Equatorial Guinea,439,,4.0,,13.0,422,,313.0,3.0,854.0,609.0
Réunion,427,,,,354.0,73,3.0,477.0,,17200.0,19211.0
Venezuela,381,,10.0,,185.0,186,1.0,13.0,0.4,502771.0,17681.0
Palestine,375,,2.0,,176.0,197,,74.0,0.4,34511.0,6765.0
Mauritius,332,,10.0,,320.0,2,3.0,261.0,8.0,60466.0,47545.0
Isle of Man,329,,23.0,,271.0,35,19.0,3869.0,270.0,3625.0,42631.0
Montenegro,324,,8.0,,266.0,50,2.0,516.0,13.0,7816.0,12445.0
Vietnam,288,,,,241.0,47,8.0,3.0,,261004.0,2681.0
Congo,274,10.0,10.0,,33.0,231,,50.0,2.0,,
Rwanda,271,,,,133.0,138,,21.0,,38834.0,2998.0
Chad,253,,27.0,,50.0,176,,15.0,2.0,,
Benin,242,102.0,2.0,,62.0,178,,20.0,0.2,,
Sierra Leone,231,,16.0,,54.0,161,,29.0,2.0,,
Cabo Verde,218,,2.0,,38.0,178,,392.0,4.0,791.0,1423.0
Ethiopia,194,3.0,4.0,,95.0,95,1.0,2.0,0.03,30306.0,264.0
Madagascar,193,,,,101.0,92,1.0,7.0,,3968.0,143.0
Liberia,189,,20.0,,79.0,90,,37.0,4.0,,
Sao Tome and Principe,187,,4.0,,4.0,179,,853.0,18.0,175.0,799.0
Faeroe Islands,187,,,,186.0,1,,3827.0,,8403.0,171971.0
Martinique,183,,14.0,,83.0,86,3.0,488.0,37.0,,
Myanmar,176,,6.0,,62.0,108,,3.0,0.1,10227.0,188.0
Guadeloupe,153,,13.0,,104.0,36,4.0,382.0,32.0,,
Zambia,153,,4.0,,103.0,46,1.0,8.0,0.2,10270.0,559.0
Eswatini,153,,2.0,,12.0,139,,132.0,2.0,714.0,615.0
Gibraltar,144,,,,141.0,3,,4274.0,,3366.0,99908.0
Brunei,141,,1.0,,132.0,8,2.0,322.0,2.0,15300.0,34973.0
French Guiana,138,,1.0,,112.0,25,,462.0,3.0,,
Togo,135,,9.0,,85.0,41,,16.0,1.0,9267.0,1119.0
Haiti,129,,12.0,,16.0,101,,11.0,1.0,1142.0,100.0
Cambodia,122,,,,120.0,2,1.0,7.0,,13075.0,782.0
Bermuda,118,,7.0,,61.0,50,4.0,1895.0,112.0,3719.0,59716.0
Trinidad and Tobago,116,,8.0,,103.0,5,,83.0,6.0,2229.0,1593.0
Aruba,101,,3.0,,89.0,9,4.0,946.0,28.0,1817.0,17019.0
Nepal,101,,,,22.0,79,,3.0,,67066.0,2302.0
Uganda,101,,,,55.0,46,,2.0,,50711.0,1109.0
Monaco,95,,4.0,,82.0,9,1.0,2421.0,102.0,,
CAR,94,,,,10.0,84,,19.0,,3498.0,724.0
Guyana,93,,10.0,,34.0,49,3.0,118.0,13.0,736.0,936.0
Bahamas,92,,11.0,,26.0,55,1.0,234.0,28.0,1500.0,3814.0
Barbados,82,,7.0,,53.0,22,4.0,285.0,24.0,2699.0,9392.0
Liechtenstein,82,,1.0,,55.0,26,,2151.0,26.0,900.0,23605.0
Mozambique,81,,,,24.0,57,,3.0,,3188.0,102.0
Cayman Islands,80,,1.0,,35.0,44,3.0,1217.0,15.0,3126.0,47564.0
Sint Maarten,76,,14.0,,44.0,18,7.0,1773.0,327.0,329.0,7673.0
South Sudan,74,,,,,74,,7.0,,1247.0,111.0
Libya,64,,3.0,,24.0,37,,9.0,0.4,2338.0,340.0
French Polynesia,60,,,,56.0,4,1.0,214.0,,2816.0,10025.0
Syria,45,,3.0,,27.0,15,,3.0,0.2,,
Macao,45,,,,40.0,5,1.0,69.0,,,
Malawi,43,,3.0,,14.0,26,1.0,2.0,0.2,1112.0,58.0
Mongolia,42,1.0,,,13.0,29,,13.0,,9137.0,2787.0
Eritrea,39,,,,30.0,9,,11.0,,,
Saint Martin,38,,3.0,,30.0,5,1.0,983.0,78.0,,
Angola,36,,2.0,,11.0,23,,1.0,0.06,3000.0,91.0
Zimbabwe,34,,4.0,,5.0,25,,2.0,0.3,16052.0,1080.0
Yemen,25,,5.0,,1.0,19,,0.8,0.2,120.0,4.0
Antigua and Barbuda,25,,3.0,,16.0,6,1.0,255.0,31.0,153.0,1562.0
Timor-Leste,24,,,,21.0,3,,18.0,,738.0,560.0
Botswana,23,,1.0,,9.0,13,,10.0,0.4,9066.0,3855.0
Grenada,21,,,,13.0,8,4.0,187.0,,1406.0,12495.0
Laos,19,,,,9.0,10,,3.0,,2733.0,376.0
Belize,18,,2.0,,16.0,0,,45.0,5.0,1043.0,2623.0
Gambia,18,,1.0,,9.0,8,,7.0,0.4,756.0,313.0
Fiji,18,,,,14.0,4,,20.0,,1300.0,1450.0
New Caledonia,18,,,,18.0,0,,63.0,,5213.0,18259.0
Saint Lucia,18,,,,17.0,1,,98.0,,575.0,3131.0
St. Vincent Grenadines,17,,,,9.0,8,,153.0,,137.0,1235.0
Nicaragua,16,,5.0,,7.0,4,,2.0,0.8,,
Curaçao,16,,1.0,,14.0,1,,98.0,6.0,389.0,2371.0
Dominica,16,,,,14.0,2,,222.0,,416.0,5779.0
Namibia,16,,,,9.0,7,,6.0,,1283.0,505.0
Burundi,15,,1.0,,7.0,7,,1.0,0.08,284.0,24.0
Saint Kitts and Nevis,15,,,,12.0,3,,282.0,,327.0,6147.0
Falkland Islands,13,,,,13.0,0,,3736.0,,395.0,113506.0
Turks and Caicos,12,,1.0,,6.0,5,,310.0,26.0,107.0,2764.0
Vatican City,12,,,,2.0,10,,14981.0,,,
Montserrat,11,,1.0,,7.0,3,1.0,2204.0,200.0,36.0,7212.0
Greenland,11,,,,11.0,0,,194.0,,1394.0,24555.0
Seychelles,11,,,,8.0,3,,112.0,,,
Suriname,10,,1.0,,9.0,0,,17.0,2.0,404.0,689.0
MS Zaandam,9,,2.0,,,7,,,,,
Comoros,8,,1.0,,,7,,9.0,1.0,,
Mauritania,8,,1.0,,6.0,1,,2.0,0.2,1842.0,396.0
Papua New Guinea,8,,,,8.0,0,,0.9,,2402.0,268.0
British Virgin Islands,7,,1.0,,3.0,3,,232.0,33.0,132.0,4366.0
Bhutan,7,,,,5.0,2,,9.0,,11492.0,14894.0
Caribbean Netherlands,6,,,,,6,,229.0,,110.0,4195.0
St. Barth,6,,,,6.0,0,,607.0,,,
Western Sahara,6,,,,5.0,1,,10.0,,,
Anguilla,3,,,,3.0,0,,200.0,,,
Saint Pierre Miquelon,1,,,,,1,,173.0,,,
China,82886,1.0,4633.0,,77993.0,260,18.0,58.0,3.0,,
Total:,3934813,21169.0,271095.0,669.0,1350951.0,2312767,48914.0,504.8,34.8,,
