"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
Bosnia and Herzegovina,2181,23.0,120.0,3.0,1228.0,833,4.0,665.0,37.0,44380.0,13527.0
Senegal,2105,110.0,21.0,2.0,782.0,1302,6.0,126.0,1.0,24599.0,1469.0
Honduras,2080,,121.0,5.0,211.0,1748,10.0,210.0,12.0,5653.0,571.0
Bulgaria,2069,46.0,96.0,1.0,499.0,1474,51.0,298.0,14.0,60100.0,8649.0
Ivory Coast,1857,,21.0,,820.0,1016,,70.0,0.8,14618.0,554.0
Cuba,1810,6.0,79.0,1.0,1326.0,405,7.0,160.0,7.0,73129.0,6456.0
Iceland,1802,1.0,10.0,,1780.0,12,,5281.0,29.0,55075.0,161395.0
Estonia,1751,5.0,61.0,,777.0,913,5.0,1320.0,46.0,66102.0,49831.0
North Macedonia,1694,20.0,95.0,3.0,1229.0,370,21.0,813.0,46.0,19739.0,9475.0
Sudan,1661,,80.0,,173.0,1408,,38.0,2.0,,
Lithuania,1505,14.0,54.0,4.0,908.0,543,17.0,553.0,20.0,200264.0,73565.0
New Zealand,1497,,21.0,,1402.0,74,2.0,310.0,4.0,203045.0,42106.0
Slovakia,1469,4.0,27.0,,1060.0,382,6.0,269.0,5.0,127034.0,23268.0
Slovenia,1463,2.0,103.0,1.0,260.0,1100,9.0,704.0,50.0,65694.0,31600.0
Djibouti,1268,12.0,3.0,,900.0,365,,1283.0,3.0,16424.0,16623.0
Somalia,1219,49.0,52.0,,130.0,1037,2.0,77.0,3.0,,
Guatemala,1199,85.0,27.0,1.0,120.0,1052,5.0,67.0,2.0,7200.0,402.0
DRC,1169,67.0,50.0,6.0,148.0,971,,13.0,0.6,,
Mayotte,1143,48.0,14.0,2.0,627.0,502,6.0,4190.0,51.0,4800.0,17594.0
Hong Kong,1051,3.0,4.0,,1008.0,39,1.0,140.0,0.5,168291.0,22448.0
Kyrgyzstan,1044,7.0,12.0,,726.0,306,13.0,160.0,2.0,59490.0,9118.0
El Salvador,1037,39.0,20.0,,374.0,643,15.0,160.0,3.0,46831.0,7220.0
Tunisia,1032,,45.0,,740.0,247,5.0,87.0,4.0,33880.0,2867.0
Maldives,955,51.0,4.0,1.0,40.0,911,2.0,1767.0,7.0,11775.0,21784.0
Latvia,951,1.0,19.0,1.0,627.0,305,2.0,504.0,10.0,81246.0,43074.0
Cyprus,905,2.0,17.0,1.0,449.0,439,10.0,750.0,14.0,80284.0,66496.0
Sri Lanka,893,4.0,9.0,,382.0,502,1.0,42.0,0.4,38740.0,1809.0
Albania,880,4.0,31.0,,688.0,161,1.0,306.0,11.0,11048.0,3839.0
Lebanon,878,8.0,26.0,,236.0,616,4.0,129.0,4.0,54694.0,8013.0
Gabon,863,,9.0,,137.0,717,1.0,388.0,4.0,5530.0,2485.0
Niger,860,6.0,49.0,2.0,658.0,153,,36.0,2.0,5691.0,235.0
Guinea-Bissau,820,,3.0,,26.0,791,,417.0,2.0,1500.0,762.0
Costa Rica,815,11.0,7.0,,527.0,281,6.0,160.0,1.0,18040.0,3541.0
Tajikistan,801,72.0,23.0,2.0,,778,,84.0,2.0,,
Burkina Faso,766,,51.0,,588.0,127,,37.0,2.0,,
Andorra,760,2.0,49.0,1.0,576.0,135,3.0,9836.0,634.0,1673.0,21653.0
Mali,758,28.0,44.0,4.0,412.0,302,,37.0,2.0,2498.0,123.0
Paraguay,740,3.0,11.0,1.0,182.0,547,,104.0,2.0,17589.0,2466.0
Kenya,737,22.0,40.0,4.0,281.0,416,1.0,14.0,0.7,35432.0,659.0
Uruguay,717,,19.0,,532.0,166,8.0,206.0,5.0,29500.0,8492.0
Diamond Princess,712,,13.0,,651.0,48,4.0,,,,
Georgia,647,5.0,11.0,,372.0,264,6.0,162.0,3.0,33505.0,8399.0
San Marino,643,5.0,41.0,,161.0,441,2.0,18950.0,1208.0,3201.0,94339.0
Jordan,582,6.0,9.0,,392.0,181,5.0,57.0,0.9,127307.0,12477.0
Channel Islands,547,,42.0,,455.0,50,,3146.0,242.0,5342.0,30725.0
Equatorial Guinea,522,83.0,6.0,2.0,13.0,503,,372.0,4.0,854.0,609.0
Tanzania,509,,21.0,,183.0,305,7.0,9.0,0.4,,
Malta,508,2.0,6.0,1.0,436.0,66,1.0,1151.0,14.0,45799.0,103725.0
Jamaica,507,2.0,9.0,,100.0,398,,171.0,3.0,7465.0,2521.0
Zambia,446,5.0,7.0,,124.0,315,1.0,24.0,0.4,13872.0,755.0
Taiwan,440,,7.0,,375.0,58,,18.0,0.3,68107.0,2860.0
Réunion,439,2.0,,,354.0,85,4.0,490.0,,17200.0,19211.0
Venezuela,423,,10.0,,220.0,193,2.0,15.0,0.4,525902.0,18494.0
Sierra Leone,387,49.0,26.0,7.0,97.0,264,,49.0,3.0,,
Palestine,375,,2.0,,310.0,63,,74.0,0.4,43566.0,8540.0
Chad,372,15.0,42.0,2.0,78.0,252,,23.0,3.0,,
Congo,333,,11.0,,53.0,269,,60.0,2.0,,
Isle of Man,332,1.0,23.0,,272.0,37,20.0,3904.0,270.0,3912.0,46006.0
Mauritius,332,,10.0,,322.0,0,,261.0,8.0,69773.0,54863.0
Benin,327,,2.0,,83.0,242,,27.0,0.2,25471.0,2101.0
Montenegro,324,,9.0,,307.0,8,2.0,516.0,14.0,10167.0,16188.0
Cabo Verde,289,22.0,2.0,,61.0,226,,520.0,4.0,791.0,1423.0
Vietnam,288,,,,252.0,36,2.0,3.0,,275000.0,2825.0
Rwanda,287,1.0,,,164.0,123,,22.0,,44245.0,3416.0
Ethiopia,263,2.0,5.0,,108.0,150,,2.0,0.04,41689.0,363.0
Nepal,243,26.0,,,35.0,208,,8.0,,81659.0,2803.0
Sao Tome and Principe,220,12.0,6.0,1.0,4.0,210,,1004.0,27.0,175.0,799.0
Haiti,219,10.0,18.0,2.0,17.0,184,,19.0,2.0,1296.0,114.0
Togo,219,20.0,11.0,,96.0,112,,26.0,1.0,11374.0,1374.0
Liberia,213,2.0,20.0,,101.0,92,,42.0,4.0,,
Madagascar,212,26.0,,,107.0,105,1.0,8.0,,5670.0,205.0
South Sudan,194,,,,2.0,192,,17.0,,1247.0,111.0
Martinique,187,,14.0,,91.0,82,4.0,498.0,37.0,,
Eswatini,187,3.0,2.0,,48.0,137,,161.0,2.0,2262.0,1950.0
Faeroe Islands,187,,,,187.0,0,,3827.0,,8554.0,175061.0
Myanmar,181,1.0,6.0,,79.0,96,,3.0,0.1,12061.0,222.0
Guadeloupe,155,,13.0,,109.0,33,4.0,387.0,32.0,,
French Guiana,153,9.0,1.0,,124.0,28,,512.0,3.0,,
Gibraltar,148,,,,144.0,4,,4393.0,,4352.0,129174.0
CAR,143,,,,10.0,133,,30.0,,3498.0,724.0
Brunei,141,,1.0,,134.0,6,2.0,322.0,2.0,16350.0,37373.0
Uganda,126,,,,55.0,71,,3.0,,63171.0,1381.0
Cambodia,122,,,,121.0,1,1.0,7.0,,14156.0,847.0
Bermuda,121,,8.0,,66.0,47,2.0,1943.0,128.0,4642.0,74537.0
Trinidad and Tobago,116,,8.0,,107.0,1,,83.0,6.0,2428.0,1735.0
Guyana,113,,10.0,,39.0,64,6.0,144.0,13.0,986.0,1254.0
Mozambique,104,,,,34.0,70,,3.0,,4365.0,140.0
Aruba,101,,3.0,,89.0,9,4.0,946.0,28.0,1888.0,17684.0
Monaco,96,,4.0,,87.0,5,1.0,2446.0,102.0,,
Bahamas,93,,11.0,,39.0,43,1.0,236.0,28.0,1634.0,4155.0
Cayman Islands,86,1.0,1.0,,50.0,35,3.0,1309.0,15.0,4893.0,74450.0
Barbados,85,,7.0,,57.0,21,4.0,296.0,24.0,3185.0,11083.0
Liechtenstein,82,,1.0,,55.0,26,,2151.0,26.0,900.0,23605.0
Sint Maarten,76,,15.0,,46.0,15,7.0,1773.0,350.0,329.0,7673.0
Yemen,70,5.0,12.0,2.0,1.0,57,,2.0,0.4,120.0,4.0
Libya,64,,3.0,,28.0,33,,9.0,0.4,3253.0,473.0
Malawi,63,6.0,3.0,,24.0,36,1.0,3.0,0.2,1363.0,71.0
French Polynesia,60,,,,58.0,2,1.0,214.0,,3042.0,10829.0
Syria,48,1.0,3.0,,29.0,16,,3.0,0.2,,
Angola,45,,2.0,,14.0,29,,1.0,0.06,3000.0,91.0
Macao,45,,,,43.0,2,1.0,69.0,,,
Mongolia,42,,,,15.0,27,2.0,13.0,,9787.0,2985.0
Saint Martin,39,,3.0,,30.0,6,1.0,1009.0,78.0,,
Eritrea,39,,,,38.0,1,,11.0,,,
Zimbabwe,37,1.0,4.0,,12.0,21,,2.0,0.3,20537.0,1382.0
Nicaragua,25,,8.0,,7.0,10,,4.0,1.0,,
Antigua and Barbuda,25,,3.0,,19.0,3,1.0,255.0,31.0,183.0,1869.0
Botswana,24,,1.0,,17.0,6,,10.0,0.4,11495.0,4888.0
Timor-Leste,24,,,,21.0,3,,18.0,,738.0,560.0
Gambia,23,1.0,1.0,,10.0,12,,10.0,0.4,1317.0,545.0
Grenada,21,,,,13.0,8,4.0,187.0,,1406.0,12495.0
Laos,19,,,,14.0,5,,3.0,,3975.0,546.0
Belize,18,,2.0,,16.0,0,,45.0,5.0,1043.0,2623.0
Fiji,18,,,,14.0,4,,20.0,,1300.0,1450.0
New Caledonia,18,,,,18.0,0,,63.0,,5454.0,19103.0
Saint Lucia,18,,,,17.0,1,,98.0,,620.0,3376.0
St. Vincent Grenadines,17,,,,12.0,5,,153.0,,155.0,1397.0
Curaçao,16,,1.0,,14.0,1,,98.0,6.0,389.0,2371.0
Dominica,16,,,,15.0,1,,222.0,,420.0,5834.0
Namibia,16,,,,11.0,5,,6.0,,1543.0,607.0
Burundi,15,,1.0,,7.0,7,,1.0,0.08,284.0,24.0
Saint Kitts and Nevis,15,,,,14.0,1,,282.0,,327.0,6147.0
Falkland Islands,13,,,,13.0,0,,3736.0,,402.0,115517.0
Turks and Caicos,12,,1.0,,10.0,1,,310.0,26.0,109.0,2815.0
Vatican City,12,,,,2.0,10,,14981.0,,,
Comoros,11,,1.0,,,10,,13.0,1.0,,
Montserrat,11,,1.0,,8.0,2,1.0,2204.0,200.0,36.0,7212.0
Bhutan,11,,,,5.0,6,,14.0,,12255.0,15882.0
Greenland,11,,,,11.0,0,,194.0,,1505.0,26510.0
Seychelles,11,,,,10.0,1,,112.0,,,
Suriname,10,,1.0,,9.0,0,,17.0,2.0,404.0,689.0
Mauritania,9,,2.0,1.0,6.0,1,,2.0,0.4,2015.0,433.0
MS Zaandam,9,,2.0,,,7,,,,,
Papua New Guinea,8,,,,8.0,0,,0.9,,2402.0,268.0
British Virgin Islands,7,,1.0,,4.0,2,,232.0,33.0,167.0,5524.0
Caribbean Netherlands,6,,,,6.0,0,,229.0,,357.0,13614.0
St. Barth,6,,,,6.0,0,,607.0,,,
Western Sahara,6,,,,6.0,0,,10.0,,,
Anguilla,3,,,,3.0,0,,200.0,,,
Lesotho,1,1.0,,,,1,,0.5,,,
Saint Pierre Miquelon,1,,,,1.0,0,,173.0,,,
China,82926,7.0,4633.0,,78189.0,104,10.0,58.0,3.0,,
Total:,4408318,70881.0,296736.0,4285.0,1646686.0,2464896,45932.0,565.5,38.1,,
