#,"Country, Other",Total Cases,New Cases,Total Deaths,New Deaths,Total Recovered,New Recovered,Active Cases,"Serious, Critical",Tot Cases/ 1M pop,Deaths/ 1M pop,Total Tests,Tests/ 1M pop,Population,Continent,1 Case every X ppl,1 Death every X ppl,1 Test every X ppl
184.0,Bhutan,31,,,,6.0,,25.0,,40.0,,16547.0,21467.0,770818.0,Asia,24865.0,,47.0
185.0,Antigua and Barbuda,25,,3.0,,19.0,,3.0,1.0,255.0,31.0,183.0,1870.0,97855.0,North America,3914.0,32618.0,535.0
186.0,Gambia,25,,1.0,,19.0,,5.0,,10.0,0.4,1730.0,718.0,2409718.0,Africa,96389.0,2409718.0,1393.0
187.0,St. Vincent Grenadines,25,,,,14.0,,11.0,,225.0,,472.0,4256.0,110909.0,North America,4436.0,,235.0
188.0,Timor-Leste,24,,,,24.0,,0.0,,18.0,,1290.0,980.0,1316002.0,Asia,54833.0,,1020.0
189.0,Grenada,23,,,,18.0,,5.0,4.0,204.0,,3007.0,26735.0,112476.0,North America,4890.0,,37.0
190.0,Namibia,22,,,,14.0,,8.0,,9.0,,3370.0,1329.0,2536452.0,Africa,115293.0,,753.0
191.0,Laos,19,,,,16.0,,3.0,,3.0,,6066.0,835.0,7265550.0,Asia,382397.0,,1198.0
192.0,New Caledonia,19,,,,18.0,,1.0,,67.0,,6416.0,22493.0,285245.0,Australia/Oceania,15013.0,,44.0
193.0,Belize,18,,2.0,,16.0,,0.0,,45.0,5.0,1572.0,3960.0,396929.0,North America,22052.0,198465.0,252.0
194.0,Curaçao,18,,1.0,,14.0,,3.0,,110.0,6.0,572.0,3487.0,164033.0,North America,9113.0,164033.0,287.0
195.0,Fiji,18,,,,15.0,,3.0,,20.0,,2431.0,2714.0,895854.0,Australia/Oceania,49770.0,,369.0
196.0,Saint Lucia,18,,,,18.0,,0.0,,98.0,,965.0,5257.0,183552.0,North America,10197.0,,190.0
197.0,Dominica,16,,,,16.0,,0.0,,222.0,,433.0,6016.0,71970.0,North America,4498.0,,166.0
198.0,Saint Kitts and Nevis,15,,,,15.0,,0.0,,282.0,,394.0,7411.0,53165.0,North America,3544.0,,135.0
199.0,Falkland Islands,13,,,,13.0,,0.0,,3746.0,,503.0,144957.0,3470.0,South America,267.0,,7.0
200.0,Greenland,13,,,,11.0,,2.0,,229.0,,2030.0,35764.0,56761.0,North America,4366.0,,28.0
201.0,Suriname,12,,1.0,,9.0,,2.0,,20.0,2.0,782.0,1334.0,586149.0,South America,48846.0,586149.0,750.0
202.0,Turks and Caicos,12,,1.0,,10.0,,1.0,,310.0,26.0,129.0,3336.0,38668.0,North America,3222.0,38668.0,300.0
203.0,Vatican City,12,,,,2.0,,10.0,,14981.0,,,,801.0,Europe,67.0,,
204.0,Montserrat,11,,1.0,,10.0,,0.0,,2204.0,200.0,36.0,7212.0,4992.0,North America,454.0,4992.0,139.0
205.0,Seychelles,11,,,,11.0,,0.0,,112.0,,,,98292.0,Africa,8936.0,,
206.0,MS Zaandam,9,,2.0,,,,7.0,,,,,,,,,,
207.0,Western Sahara,9,,1.0,,6.0,,2.0,,15.0,2.0,,,595865.0,Africa,66207.0,595865.0,
208.0,British Virgin Islands,8,,1.0,,7.0,,0.0,,265.0,33.0,167.0,5527.0,30213.0,North America,3777.0,30213.0,181.0
209.0,Papua New Guinea,8,,,,8.0,,0.0,,0.9,,2402.0,269.0,8930545.0,Australia/Oceania,1116318.0,,3718.0
210.0,Caribbean Netherlands,6,,,,6.0,,0.0,,229.0,,424.0,16183.0,26201.0,North America,4367.0,,62.0
211.0,St. Barth,6,,,,6.0,,0.0,,608.0,,137.0,13875.0,9874.0,North America,1646.0,,72.0
212.0,Anguilla,3,,,,3.0,,0.0,,200.0,,41.0,2735.0,14991.0,North America,4997.0,,366.0
213.0,Lesotho,2,,,,1.0,,1.0,,0.9,,283.0,132.0,2140699.0,Africa,1070350.0,,7564.0
214.0,Saint Pierre Miquelon,1,,,,1.0,,0.0,,173.0,,,,5796.0,North America,5796.0,,
215.0,China,82995,,4634.0,,78291.0,3.0,70.0,4.0,58.0,3.0,,,1439323776.0,Asia,17342.0,310601.0,
,Total:,1985087,3900.0,120639.0,465.0,624660.0,2359.0,1239788.0,19456.0,,,,,,North America,,,
,Total:,758107,619.0,36746.0,13.0,320826.0,49.0,400535.0,11077.0,,,,,,South America,,,
,Total:,1978947,9048.0,171824.0,256.0,958416.0,9920.0,848707.0,9379.0,,,,,,Europe,,,
,Total:,1056690,5424.0,29197.0,77.0,624141.0,2397.0,403352.0,13698.0,,,,,,Asia,,,
,Total:,131760,173.0,3814.0,,55145.0,,72801.0,352.0,,,,,,Africa,,,
,Total:,8774,15.0,125.0,,8162.0,,487.0,5.0,,,,,,Australia/Oceania,,,
,Total:,721,,15.0,,651.0,,55.0,4.0,,,,,,,,,
,Total:,5920086,19179.0,362360.0,811.0,2592001.0,14751.0,2965725.0,53971.0,759.5,46.5,,,,All,,,
