"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
Bangladesh,2144,306.0,84.0,9.0,66.0,1994,1.0,13.0,0.5,19193.0,117.0
Hungary,1834,71.0,172.0,16.0,231.0,1431,60.0,190.0,18.0,43901.0,4544.0
Croatia,1814,,36.0,,600.0,1178,30.0,442.0,9.0,20953.0,5104.0
Iceland,1754,,9.0,,1224.0,521,6.0,5140.0,26.0,39536.0,115859.0
Bahrain,1740,,7.0,,725.0,1008,3.0,1023.0,4.0,79564.0,46759.0
Kuwait,1658,,5.0,,258.0,1395,32.0,388.0,1.0,,
Kazakhstan,1591,45.0,17.0,,347.0,1227,22.0,85.0,0.9,85735.0,4566.0
Estonia,1512,53.0,38.0,,162.0,1312,11.0,1140.0,29.0,39605.0,29856.0
Iraq,1482,,81.0,,906.0,495,,37.0,2.0,51737.0,1286.0
Uzbekistan,1450,45.0,4.0,,156.0,1290,8.0,43.0,0.1,136000.0,4063.0
New Zealand,1422,13.0,11.0,,867.0,544,3.0,295.0,2.0,79078.0,16399.0
Azerbaijan,1340,,15.0,,528.0,797,26.0,132.0,1.0,86607.0,8542.0
Slovenia,1304,,66.0,,174.0,1064,28.0,627.0,32.0,39330.0,18918.0
Armenia,1248,47.0,20.0,1.0,523.0,705,30.0,421.0,7.0,11796.0,3981.0
Lithuania,1239,90.0,33.0,,228.0,978,14.0,455.0,12.0,58816.0,21605.0
Bosnia and Herzegovina,1214,,46.0,,320.0,848,4.0,370.0,14.0,15751.0,4801.0
Oman,1180,111.0,6.0,,176.0,998,3.0,231.0,1.0,,
North Macedonia,1117,,49.0,,139.0,929,15.0,536.0,24.0,10859.0,5212.0
Slovakia,1089,40.0,11.0,2.0,213.0,865,10.0,199.0,2.0,40953.0,7501.0
Hong Kong,1022,,4.0,,533.0,485,9.0,136.0,0.5,131786.0,17579.0
Cameroon,1017,21.0,22.0,,177.0,818,,38.0,0.8,,
Afghanistan,933,27.0,30.0,,112.0,791,,24.0,0.8,,
Cuba,923,,31.0,,192.0,700,17.0,81.0,3.0,23317.0,2059.0
Bulgaria,865,19.0,41.0,,153.0,671,34.0,124.0,6.0,18502.0,2663.0
Tunisia,864,,37.0,,43.0,784,89.0,73.0,3.0,14640.0,1239.0
Cyprus,750,,12.0,,77.0,661,8.0,621.0,10.0,29075.0,24081.0
Djibouti,732,,2.0,,76.0,654,,741.0,2.0,7486.0,7577.0
Diamond Princess,712,,13.0,,644.0,55,7.0,,,,
Latvia,712,30.0,5.0,,88.0,619,5.0,377.0,3.0,34697.0,18395.0
Andorra,696,,35.0,,191.0,470,17.0,9008.0,453.0,1673.0,21653.0
Ivory Coast,688,,6.0,,193.0,489,,26.0,0.2,,
Lebanon,668,,21.0,,94.0,553,30.0,98.0,3.0,19185.0,2811.0
Costa Rica,649,,4.0,,88.0,557,10.0,127.0,0.8,9752.0,1914.0
Ghana,641,,8.0,,83.0,550,2.0,21.0,0.3,50719.0,1632.0
Niger,627,,18.0,,110.0,499,,26.0,0.7,4688.0,194.0
Burkina Faso,557,,35.0,,294.0,228,,27.0,2.0,,
Albania,539,,26.0,,283.0,230,5.0,187.0,9.0,5080.0,1765.0
Uruguay,508,6.0,9.0,,294.0,205,12.0,146.0,3.0,11749.0,3382.0
Kyrgyzstan,506,17.0,5.0,,130.0,371,5.0,78.0,0.8,26147.0,4008.0
Bolivia,493,28.0,31.0,,31.0,431,3.0,42.0,3.0,3569.0,306.0
Nigeria,493,,17.0,,159.0,317,2.0,2.0,0.08,7153.0,35.0
Guinea,477,,3.0,,59.0,415,,36.0,0.2,,
Channel Islands,470,,20.0,,73.0,377,,2703.0,115.0,3320.0,19095.0
Honduras,457,15.0,46.0,5.0,10.0,401,10.0,46.0,5.0,2396.0,242.0
San Marino,435,,39.0,,57.0,339,15.0,12820.0,1149.0,846.0,24933.0
Malta,422,,3.0,,91.0,328,4.0,956.0,7.0,22254.0,50401.0
Palestine,418,16.0,2.0,,69.0,347,,82.0,0.4,17329.0,3397.0
Jordan,407,,7.0,,265.0,135,5.0,40.0,0.7,20500.0,2009.0
Réunion,402,,,,237.0,165,4.0,449.0,,,
Taiwan,398,3.0,6.0,,178.0,214,,17.0,0.3,52445.0,2202.0
Georgia,385,15.0,3.0,,84.0,298,6.0,97.0,0.8,5027.0,1260.0
Senegal,342,,2.0,,198.0,142,1.0,20.0,0.1,,
Mauritius,324,,9.0,,108.0,207,3.0,255.0,7.0,9755.0,7670.0
DRC,307,20.0,25.0,2.0,26.0,256,,3.0,0.3,,
Montenegro,305,2.0,5.0,,55.0,245,7.0,486.0,8.0,3874.0,6168.0
Isle of Man,291,,4.0,,169.0,118,11.0,3422.0,47.0,2375.0,27930.0
Vietnam,268,,,,201.0,67,8.0,3.0,,206253.0,2119.0
Kenya,246,,11.0,,53.0,182,2.0,5.0,0.2,10784.0,201.0
Mayotte,245,,4.0,,117.0,124,6.0,898.0,15.0,1700.0,6231.0
Sri Lanka,244,,7.0,,77.0,160,1.0,11.0,0.3,4768.0,223.0
Guatemala,235,21.0,7.0,,21.0,207,3.0,13.0,0.4,7200.0,402.0
Venezuela,227,23.0,9.0,,113.0,105,4.0,8.0,0.3,299714.0,10540.0
Paraguay,202,3.0,8.0,,35.0,159,1.0,28.0,1.0,4950.0,694.0
El Salvador,190,13.0,7.0,,43.0,140,2.0,29.0,1.0,9267.0,1429.0
Faeroe Islands,184,,,,173.0,11,,3766.0,,5981.0,122403.0
Mali,171,,13.0,,34.0,124,,8.0,0.6,,
Jamaica,163,20.0,5.0,,25.0,133,,55.0,2.0,1516.0,512.0
Martinique,158,,8.0,,73.0,77,17.0,421.0,21.0,,
Tanzania,147,,5.0,,11.0,131,4.0,2.0,0.08,,
Guadeloupe,145,,8.0,,67.0,70,13.0,362.0,20.0,,
Congo,143,,6.0,,11.0,126,,26.0,1.0,,
Rwanda,143,,,,65.0,78,,11.0,,6237.0,482.0
Brunei,136,,1.0,,112.0,23,2.0,311.0,2.0,11089.0,25348.0
Gibraltar,132,,,,105.0,27,1.0,3918.0,,1760.0,52239.0
Cambodia,122,,,,103.0,19,1.0,7.0,,5768.0,345.0
Madagascar,117,,,,33.0,84,1.0,4.0,,2357.0,85.0
Somalia,116,,6.0,,2.0,108,2.0,7.0,0.4,,
Trinidad and Tobago,114,,8.0,,20.0,86,,81.0,6.0,1298.0,927.0
Gabon,108,,1.0,,7.0,100,,49.0,0.4,572.0,257.0
Ethiopia,96,,3.0,,15.0,78,1.0,0.8,0.03,6231.0,54.0
Aruba,96,,2.0,,43.0,51,1.0,899.0,19.0,1298.0,12157.0
French Guiana,96,,,,61.0,35,2.0,321.0,,,
Myanmar,94,6.0,5.0,1.0,5.0,84,,2.0,0.09,3883.0,71.0
Monaco,94,,3.0,,20.0,71,3.0,2395.0,76.0,,
Bermuda,83,,5.0,,35.0,43,9.0,1333.0,80.0,552.0,8863.0
Togo,83,,5.0,,48.0,30,,10.0,0.6,3926.0,474.0
Liechtenstein,79,,1.0,,55.0,23,,2072.0,26.0,900.0,23605.0
Equatorial Guinea,79,,,,4.0,75,,56.0,,854.0,609.0
Liberia,76,,7.0,,7.0,62,,15.0,1.0,,
Barbados,75,,5.0,,15.0,55,4.0,261.0,17.0,965.0,3358.0
Sudan,66,33.0,10.0,4.0,6.0,50,,2.0,0.2,,
Guyana,63,,6.0,,9.0,48,4.0,80.0,8.0,283.0,360.0
Cayman Islands,61,,1.0,,7.0,53,3.0,928.0,15.0,702.0,10681.0
Sint Maarten,57,,9.0,,12.0,36,6.0,1329.0,210.0,163.0,3802.0
Cabo Verde,56,,1.0,,1.0,54,,101.0,2.0,,
French Polynesia,55,,,,2.0,53,1.0,196.0,,1163.0,4140.0
Uganda,55,,,,20.0,35,,1.0,,9975.0,218.0
Bahamas,54,,9.0,,9.0,36,1.0,137.0,23.0,,
Zambia,52,,2.0,,30.0,20,1.0,3.0,0.1,2191.0,119.0
Libya,49,,1.0,,11.0,37,,7.0,0.1,699.0,102.0
Macao,45,,,,16.0,29,1.0,69.0,,,
Haiti,43,,3.0,,,40,,4.0,0.3,365.0,32.0
Guinea-Bissau,43,,,,,43,,22.0,,1500.0,762.0
Syria,38,,2.0,,5.0,31,,2.0,0.1,,
Saint Martin,35,,2.0,,13.0,20,5.0,905.0,52.0,,
Benin,35,,1.0,,18.0,16,,3.0,0.08,,
Eritrea,35,,,,,35,,10.0,,,
Mozambique,34,,,,2.0,32,,1.0,,898.0,29.0
Maldives,32,3.0,,,16.0,16,,59.0,,3588.0,6638.0
Mongolia,31,,,,5.0,26,,9.0,,1450.0,442.0
Nepal,30,,,,2.0,28,,1.0,,15800.0,542.0
Chad,27,,,,5.0,22,,2.0,,,
Sierra Leone,26,,,,,26,,3.0,,,
Zimbabwe,24,,3.0,,2.0,19,,2.0,0.2,2493.0,168.0
Antigua and Barbuda,23,,3.0,,3.0,17,1.0,235.0,31.0,73.0,745.0
Angola,19,,2.0,,5.0,12,,0.6,0.06,,
Eswatini,19,3.0,1.0,,8.0,10,,16.0,0.9,714.0,615.0
Laos,19,,,,2.0,17,,3.0,,1288.0,177.0
Belize,18,,2.0,,,16,1.0,45.0,5.0,651.0,1637.0
New Caledonia,18,,,,14.0,4,1.0,63.0,,3316.0,11615.0
Timor-Leste,18,,,,1.0,17,,14.0,,,
Malawi,17,,2.0,,3.0,12,1.0,0.9,0.1,417.0,22.0
Fiji,17,,,,,17,,19.0,,,
Dominica,16,,,,8.0,8,,222.0,,345.0,4793.0
Namibia,16,,,,6.0,10,,6.0,,499.0,196.0
Botswana,15,,1.0,,,14,,6.0,0.4,3602.0,1532.0
Saint Lucia,15,,,,11.0,4,,82.0,,319.0,1737.0
Curaçao,14,,1.0,,10.0,3,,85.0,6.0,269.0,1639.0
Grenada,14,,,,6.0,8,4.0,124.0,,92.0,818.0
Saint Kitts and Nevis,14,,,,,14,,263.0,,234.0,4399.0
CAR,12,,,,4.0,8,,2.0,,,
St. Vincent Grenadines,12,,,,1.0,11,,108.0,,87.0,784.0
Turks and Caicos,11,,1.0,,,10,,284.0,26.0,83.0,2144.0
Falkland Islands,11,,,,3.0,8,,3161.0,,319.0,91667.0
Greenland,11,,,,11.0,0,,194.0,,1019.0,17950.0
Montserrat,11,,,,1.0,10,1.0,2204.0,,36.0,7212.0
Seychelles,11,,,,5.0,6,,112.0,,,
Suriname,10,,1.0,,6.0,3,,17.0,2.0,,
MS Zaandam,9,,2.0,,,7,,,,,
Gambia,9,,1.0,,2.0,6,,4.0,0.4,316.0,131.0
Nicaragua,9,,1.0,,6.0,2,,1.0,0.2,,
Vatican City,8,,,,2.0,6,,9988.0,,,
Mauritania,7,,1.0,,2.0,4,,2.0,0.2,713.0,153.0
Papua New Guinea,7,,,,,7,,0.8,,167.0,19.0
St. Barth,6,,,,5.0,1,,607.0,,,
Western Sahara,6,,,,,6,,10.0,,,
Burundi,5,,1.0,,,4,,0.4,0.08,80.0,7.0
Bhutan,5,,,,2.0,3,,6.0,,7913.0,10255.0
British Virgin Islands,4,,,,2.0,2,,132.0,,,
Sao Tome and Principe,4,,,,,4,,18.0,,19.0,87.0
South Sudan,4,,,,,4,,0.4,,,
Anguilla,3,,,,1.0,2,,200.0,,,
Caribbean Netherlands,3,,,,,3,,114.0,,10.0,381.0
Saint Pierre Miquelon,1,,,,,1,,173.0,,,
Yemen,1,,,,,1,,0.03,,,
China,82719,27.0,4632.0,,77029.0,1058,85.0,57.0,3.0,,
Total:,2259352,10489.0,154401.0,256.0,578335.0,1526616,57136.0,289.9,19.8,,
