"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
Costa Rica,558,,3.0,,42.0,513,13.0,110.0,0.6,6298.0,1236.0
Oman,546,62.0,3.0,,109.0,434,3.0,107.0,0.6,,
Afghanistan,521,,15.0,,32.0,474,,13.0,0.4,,
Uruguay,494,21.0,7.0,,214.0,273,15.0,142.0,2.0,7496.0,2158.0
Ivory Coast,480,,3.0,,54.0,423,,18.0,0.1,,
Burkina Faso,448,,26.0,,149.0,273,,21.0,1.0,,
Niger,438,,11.0,,41.0,386,,18.0,0.5,4298.0,178.0
Bangladesh,424,,27.0,,33.0,364,1.0,3.0,0.2,7359.0,45.0
Albania,416,,23.0,,182.0,211,7.0,145.0,8.0,3385.0,1176.0
Channel Islands,398,,9.0,,40.0,349,,2289.0,52.0,3320.0,19095.0
Honduras,392,10.0,24.0,1.0,7.0,361,10.0,40.0,2.0,1600.0,162.0
Taiwan,385,3.0,6.0,,99.0,280,,16.0,0.3,45436.0,1908.0
Réunion,382,,,,40.0,342,3.0,427.0,,,
Ghana,378,,6.0,,4.0,368,2.0,12.0,0.2,37405.0,1204.0
Jordan,372,,7.0,,170.0,195,5.0,36.0,0.7,17000.0,1666.0
Malta,350,,2.0,,16.0,332,4.0,793.0,5.0,13732.0,31100.0
San Marino,344,,34.0,,50.0,260,14.0,10138.0,1002.0,846.0,24933.0
Kyrgyzstan,339,41.0,5.0,,44.0,290,5.0,52.0,0.8,9618.0,1474.0
Mauritius,318,,9.0,,23.0,286,3.0,250.0,7.0,6730.0,5292.0
Nigeria,305,,7.0,,58.0,240,2.0,1.0,0.03,5000.0,24.0
Bolivia,268,,19.0,,2.0,247,3.0,23.0,2.0,591.0,51.0
Palestine,268,1.0,2.0,,46.0,220,,53.0,0.4,16068.0,3150.0
Senegal,265,,2.0,,137.0,126,1.0,16.0,0.1,,
Montenegro,262,5.0,2.0,,4.0,256,7.0,417.0,3.0,2329.0,3708.0
Vietnam,257,,,,144.0,113,8.0,3.0,,118807.0,1221.0
Georgia,234,,3.0,,54.0,177,6.0,59.0,0.8,3271.0,820.0
DRC,223,,20.0,,16.0,187,,2.0,0.2,,
Guinea,212,,,,15.0,197,,16.0,,,
Isle of Man,201,,1.0,,103.0,97,11.0,2364.0,12.0,1934.0,22744.0
Sri Lanka,197,7.0,7.0,,54.0,136,5.0,9.0,0.3,3248.0,152.0
Mayotte,191,,2.0,,50.0,139,4.0,700.0,7.0,1300.0,4765.0
Kenya,189,,7.0,,22.0,160,2.0,4.0,0.1,5278.0,98.0
Faeroe Islands,184,,,,145.0,39,,3766.0,,5408.0,110677.0
Venezuela,175,,9.0,,84.0,82,6.0,6.0,0.3,159597.0,5613.0
Martinique,155,,6.0,,50.0,99,19.0,413.0,16.0,,
Djibouti,150,,1.0,,36.0,113,,152.0,1.0,3740.0,3785.0
Guadeloupe,143,,8.0,,67.0,68,13.0,357.0,20.0,,
Guatemala,137,11.0,3.0,,19.0,115,3.0,8.0,0.2,1134.0,63.0
Brunei,136,,1.0,,99.0,36,3.0,311.0,2.0,9342.0,21354.0
Paraguay,133,4.0,6.0,,18.0,109,1.0,19.0,0.8,2262.0,317.0
Gibraltar,127,,,,69.0,58,1.0,3770.0,,1543.0,45799.0
Cambodia,120,1.0,,,75.0,45,1.0,7.0,,5768.0,345.0
El Salvador,118,1.0,6.0,,19.0,93,4.0,18.0,0.9,,
Rwanda,118,,,,7.0,111,,9.0,,806.0,62.0
Trinidad and Tobago,109,,8.0,,3.0,98,,78.0,6.0,1090.0,779.0
Madagascar,93,,,,11.0,82,1.0,3.0,,,
Monaco,90,,1.0,,5.0,84,4.0,2293.0,25.0,,
Mali,87,,7.0,,22.0,58,,4.0,0.3,,
Aruba,86,,,,27.0,59,,805.0,,1058.0,9910.0
French Guiana,83,,,,43.0,40,1.0,278.0,,,
Liechtenstein,79,,1.0,,55.0,23,,2072.0,26.0,900.0,23605.0
Togo,76,,3.0,,25.0,48,,9.0,0.4,2069.0,250.0
Barbados,67,,4.0,,11.0,52,4.0,233.0,14.0,736.0,2561.0
Jamaica,65,2.0,4.0,,13.0,48,,22.0,1.0,907.0,306.0
Ethiopia,65,,3.0,,4.0,58,1.0,0.6,0.03,3232.0,28.0
Congo,60,,5.0,,5.0,50,,11.0,0.9,,
Uganda,53,,,,,53,,1.0,,3310.0,72.0
French Polynesia,51,,,,,51,,182.0,,744.0,2649.0
Sint Maarten,50,,8.0,,3.0,39,2.0,1166.0,187.0,134.0,3125.0
Bermuda,48,,4.0,,25.0,19,2.0,771.0,64.0,354.0,5684.0
Cayman Islands,45,,1.0,,6.0,38,,685.0,15.0,479.0,7288.0
Macao,45,,,,10.0,35,1.0,69.0,,,
Gabon,44,,1.0,,1.0,42,,20.0,0.4,,
Bahamas,42,,8.0,,5.0,29,1.0,107.0,20.0,,
Guyana,40,3.0,6.0,,8.0,26,3.0,51.0,8.0,175.0,222.0
Zambia,40,,2.0,,25.0,13,1.0,2.0,0.1,1239.0,67.0
Liberia,37,,5.0,,3.0,29,,7.0,1.0,,
Guinea-Bissau,36,,,,,36,,18.0,,1500.0,762.0
Benin,35,,1.0,,5.0,29,,3.0,0.08,,
Eritrea,34,,,,,34,,10.0,,,
Tanzania,32,,3.0,,5.0,24,,0.5,0.05,,
Saint Martin,32,,2.0,,11.0,19,5.0,828.0,52.0,,
Haiti,31,,2.0,,,29,,3.0,0.2,365.0,32.0
Myanmar,28,1.0,3.0,,2.0,23,,0.5,0.06,1406.0,26.0
Libya,24,,1.0,,8.0,15,,3.0,0.1,492.0,72.0
Antigua and Barbuda,21,,2.0,,,19,1.0,214.0,20.0,40.0,408.0
Somalia,21,,1.0,,1.0,19,,1.0,0.06,,
Mozambique,20,,,,2.0,18,,0.6,,483.0,15.0
Angola,19,,2.0,,2.0,15,,0.6,0.06,,
Syria,19,,2.0,,4.0,13,,1.0,0.1,,
Maldives,19,,,,13.0,6,,35.0,,,
Equatorial Guinea,18,,,,3.0,15,,13.0,,854.0,609.0
New Caledonia,18,,,,1.0,17,,63.0,,2608.0,9135.0
Sudan,17,,2.0,,2.0,13,,0.4,0.05,,
Dominica,16,,,,5.0,11,,222.0,,309.0,4293.0
Fiji,16,,,,,16,,18.0,,,
Laos,16,,,,,16,,2.0,,1035.0,142.0
Mongolia,16,,,,4.0,12,,5.0,,,
Namibia,16,,,,3.0,13,,6.0,,362.0,142.0
Saint Lucia,15,,,,1.0,14,,82.0,,,
Curaçao,14,,1.0,,7.0,6,,85.0,6.0,,
Grenada,14,,,,,14,2.0,124.0,,92.0,818.0
Zimbabwe,13,,3.0,,,10,,0.9,0.2,438.0,29.0
Botswana,13,,1.0,,,12,,6.0,0.4,1154.0,491.0
Saint Kitts and Nevis,12,,,,,12,,226.0,,205.0,3853.0
St. Vincent Grenadines,12,,,,1.0,11,,108.0,,56.0,505.0
Eswatini,12,,,,7.0,5,,10.0,,,
Chad,11,,,,2.0,9,,0.7,,,
Greenland,11,,,,11.0,0,,194.0,,770.0,13564.0
Seychelles,11,,,,,11,,112.0,,,
Belize,10,,2.0,,,8,1.0,25.0,5.0,364.0,915.0
Suriname,10,,1.0,,4.0,5,,17.0,2.0,,
MS Zaandam,9,,2.0,,,7,,,,,
Malawi,9,,1.0,,,8,1.0,0.5,0.05,,
Nepal,9,,,,1.0,8,,0.3,,3524.0,121.0
Montserrat,9,,,,,9,1.0,1803.0,,36.0,7212.0
Turks and Caicos,8,,1.0,,,7,,207.0,26.0,61.0,1576.0
CAR,8,,,,,8,,2.0,,,
Vatican City,8,,,,2.0,6,,9988.0,,,
Sierra Leone,8,,,,,8,,1.0,,,
Cabo Verde,7,,1.0,,1.0,5,,13.0,2.0,,
Mauritania,7,,1.0,,2.0,4,,2.0,0.2,380.0,82.0
Nicaragua,7,,1.0,,,6,,1.0,0.2,,
St. Barth,6,,,,1.0,5,,607.0,,,
Bhutan,5,,,,2.0,3,,6.0,,1166.0,1511.0
Falkland Islands,5,,,,1.0,4,,1437.0,,137.0,39368.0
Gambia,4,,1.0,,2.0,1,,2.0,0.4,,
Sao Tome and Principe,4,,,,,4,,18.0,,19.0,87.0
South Sudan,4,,,,,4,,0.4,,,
Western Sahara,4,,,,,4,,7.0,,,
Anguilla,3,,,,,3,,200.0,,,
British Virgin Islands,3,,,,,3,,99.0,,,
Burundi,3,,,,,3,,0.3,,,
Caribbean Netherlands,2,,,,,2,,76.0,,10.0,381.0
Papua New Guinea,2,,,,,2,,0.2,,72.0,8.0
Timor-Leste,2,,,,1.0,1,,2.0,,,
Saint Pierre Miquelon,1,,,,,1,,173.0,,,
Yemen,1,,,,,1,,0.03,,,
China,81953,46.0,3339.0,3.0,77525.0,1089,141.0,57.0,2.0,,
Total:,1700870,2035.0,102789.0,105.0,376796.0,1221285,49835.0,218.2,13.2,,
