"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
Israel,16579,31.0,265.0,1.0,12521.0,3793,62.0,1915.0,31.0,485922.0,56140.0
Romania,16247,245.0,1053.0,17.0,9053.0,6141,225.0,845.0,55.0,286217.0,14878.0
Austria,16058,61.0,626.0,2.0,14405.0,1027,54.0,1783.0,70.0,344606.0,38262.0
Japan,16049,,678.0,,8920.0,6451,243.0,127.0,5.0,223667.0,1768.0
Indonesia,16006,568.0,1043.0,15.0,3518.0,11445,,59.0,4.0,173690.0,635.0
Colombia,12930,,509.0,,3133.0,9288,130.0,254.0,10.0,165738.0,3257.0
South Africa,12739,665.0,238.0,19.0,5676.0,6825,119.0,215.0,4.0,403018.0,6795.0
Kuwait,11975,947.0,88.0,6.0,3451.0,8436,175.0,2804.0,21.0,231930.0,54309.0
Philippines,11876,258.0,790.0,18.0,2337.0,8749,77.0,108.0,7.0,189469.0,1729.0
Dominican Republic,11320,124.0,422.0,13.0,3351.0,7547,131.0,1044.0,39.0,47774.0,4404.0
S. Korea,10991,29.0,260.0,1.0,9762.0,969,55.0,214.0,5.0,711484.0,13877.0
Egypt,10829,398.0,571.0,15.0,2626.0,7632,41.0,106.0,6.0,105000.0,1026.0
Denmark,10713,46.0,537.0,4.0,8805.0,1371,35.0,1850.0,93.0,357986.0,61805.0
Serbia,10374,79.0,224.0,2.0,4084.0,6066,22.0,1187.0,26.0,162797.0,18632.0
Panama,8944,161.0,256.0,4.0,6067.0,2621,87.0,2073.0,59.0,45873.0,10632.0
Czechia,8330,61.0,292.0,2.0,5227.0,2811,42.0,778.0,27.0,334714.0,31255.0
Norway,8187,12.0,232.0,3.0,32.0,7923,23.0,1510.0,43.0,212655.0,39226.0
Australia,6989,9.0,98.0,,6301.0,590,18.0,274.0,4.0,943480.0,36999.0
Argentina,6879,,344.0,15.0,2385.0,4150,170.0,152.0,8.0,93673.0,2073.0
Malaysia,6819,40.0,112.0,1.0,5351.0,1356,16.0,211.0,3.0,271721.0,8395.0
Morocco,6607,95.0,190.0,2.0,3310.0,3107,1.0,179.0,5.0,77922.0,2111.0
Algeria,6442,189.0,529.0,7.0,3158.0,2755,22.0,147.0,12.0,6500.0,148.0
Finland,6145,91.0,287.0,3.0,4300.0,1558,33.0,1109.0,52.0,137000.0,24726.0
Bahrain,6069,253.0,10.0,,2220.0,3839,6.0,3567.0,6.0,205570.0,120812.0
Afghanistan,5639,413.0,136.0,4.0,691.0,4812,7.0,145.0,3.0,19732.0,507.0
Kazakhstan,5571,154.0,32.0,,2531.0,3008,31.0,297.0,2.0,459736.0,24484.0
Moldova,5553,147.0,194.0,9.0,2228.0,3131,251.0,1377.0,48.0,20447.0,5069.0
Ghana,5530,122.0,24.0,,674.0,4832,5.0,178.0,0.8,167704.0,5397.0
Nigeria,4971,,164.0,,1070.0,3737,7.0,24.0,0.8,29408.0,143.0
Oman,4341,322.0,18.0,1.0,1303.0,3020,31.0,850.0,4.0,61000.0,11945.0
Luxembourg,3915,11.0,103.0,,3665.0,147,11.0,6254.0,165.0,58727.0,93816.0
Armenia,3860,142.0,49.0,1.0,1572.0,2239,10.0,1303.0,17.0,36016.0,12154.0
Hungary,3380,39.0,436.0,6.0,1169.0,1775,49.0,350.0,45.0,123258.0,12759.0
Bolivia,3148,184.0,142.0,14.0,339.0,2667,3.0,270.0,12.0,7651.0,655.0
Iraq,3143,111.0,115.0,,2028.0,1000,,78.0,3.0,140573.0,3495.0
Thailand,3018,1.0,56.0,,2850.0,112,61.0,43.0,0.8,286008.0,4098.0
Cameroon,2954,154.0,139.0,3.0,1553.0,1262,28.0,111.0,5.0,,
Azerbaijan,2879,121.0,35.0,,1833.0,1011,29.0,284.0,3.0,214291.0,21135.0
Greece,2770,10.0,156.0,1.0,1374.0,1240,24.0,266.0,15.0,116233.0,11152.0
Uzbekistan,2636,24.0,11.0,,2136.0,489,8.0,79.0,0.3,325000.0,9710.0
Guinea,2374,,14.0,,856.0,1504,,181.0,1.0,,
Honduras,2255,175.0,123.0,2.0,237.0,1895,10.0,228.0,12.0,5653.0,571.0
Croatia,2221,8.0,94.0,,1850.0,277,7.0,541.0,23.0,50340.0,12262.0
Bosnia and Herzegovina,2218,37.0,122.0,2.0,1272.0,824,4.0,676.0,37.0,45810.0,13963.0
Senegal,2189,84.0,23.0,2.0,842.0,1324,6.0,131.0,1.0,24599.0,1469.0
Bulgaria,2100,31.0,99.0,3.0,531.0,1470,51.0,302.0,14.0,61711.0,8881.0
Ivory Coast,1912,,24.0,,902.0,986,,72.0,0.9,15260.0,579.0
Cuba,1830,20.0,79.0,,1383.0,368,9.0,162.0,7.0,75142.0,6634.0
Sudan,1818,,90.0,,198.0,1530,,41.0,2.0,,
Iceland,1802,,10.0,,1780.0,12,,5281.0,29.0,55626.0,163010.0
Estonia,1758,7.0,62.0,1.0,909.0,787,5.0,1325.0,47.0,67130.0,50606.0
North Macedonia,1723,29.0,95.0,,1235.0,393,21.0,827.0,46.0,20088.0,9642.0
Lithuania,1511,6.0,54.0,,934.0,523,17.0,555.0,20.0,208253.0,76499.0
New Zealand,1497,,21.0,,1411.0,65,2.0,310.0,4.0,209613.0,43468.0
Slovakia,1477,8.0,27.0,,1112.0,338,5.0,271.0,5.0,131910.0,24161.0
Slovenia,1464,1.0,103.0,,267.0,1094,7.0,704.0,50.0,66678.0,32073.0
Guatemala,1342,143.0,29.0,2.0,121.0,1192,5.0,75.0,2.0,7200.0,402.0
Djibouti,1284,16.0,3.0,,905.0,376,,1300.0,3.0,16647.0,16849.0
DRC,1242,73.0,50.0,,157.0,1035,,14.0,0.6,,
Somalia,1219,,52.0,,130.0,1037,2.0,77.0,3.0,,
Mayotte,1143,,14.0,,627.0,502,6.0,4190.0,51.0,4800.0,17594.0
El Salvador,1112,75.0,20.0,,405.0,687,19.0,171.0,3.0,48913.0,7541.0
Kyrgyzstan,1082,38.0,12.0,,735.0,335,13.0,166.0,2.0,59490.0,9118.0
Hong Kong,1052,1.0,4.0,,1009.0,39,1.0,140.0,0.5,168291.0,22448.0
Tunisia,1032,,45.0,,759.0,228,5.0,87.0,4.0,34323.0,2904.0
Gabon,1004,,9.0,,152.0,843,13.0,451.0,4.0,5530.0,2485.0
Maldives,968,13.0,4.0,,40.0,924,2.0,1791.0,7.0,11775.0,21784.0
Latvia,962,11.0,19.0,,627.0,316,2.0,510.0,10.0,83275.0,44150.0
Sri Lanka,925,32.0,9.0,,445.0,471,1.0,43.0,0.4,39629.0,1851.0
Tajikistan,907,106.0,29.0,6.0,,878,,95.0,3.0,,
Cyprus,907,2.0,17.0,,481.0,409,10.0,751.0,14.0,81942.0,67869.0
Albania,898,18.0,31.0,,694.0,173,1.0,312.0,11.0,11239.0,3905.0
Lebanon,886,8.0,26.0,,236.0,624,4.0,130.0,4.0,56385.0,8261.0
Niger,860,,49.0,,658.0,153,,36.0,2.0,5691.0,235.0
Guinea-Bissau,836,,3.0,,26.0,807,,425.0,2.0,1500.0,762.0
Costa Rica,830,15.0,8.0,1.0,535.0,287,4.0,163.0,2.0,18388.0,3610.0
Mali,779,21.0,46.0,2.0,436.0,297,,38.0,2.0,2498.0,123.0
Burkina Faso,773,,51.0,,592.0,130,,37.0,2.0,,
Andorra,761,1.0,49.0,,596.0,116,3.0,9849.0,634.0,1673.0,21653.0
Kenya,758,21.0,42.0,2.0,284.0,432,1.0,14.0,0.8,36918.0,687.0
Paraguay,754,14.0,11.0,,184.0,559,,106.0,2.0,18184.0,2549.0
Uruguay,719,,19.0,,545.0,155,8.0,207.0,5.0,30209.0,8696.0
Diamond Princess,712,,13.0,,651.0,48,4.0,,,,
Georgia,667,20.0,12.0,1.0,383.0,272,6.0,167.0,3.0,34500.0,8648.0
Zambia,654,208.0,7.0,,124.0,523,1.0,36.0,0.4,15487.0,842.0
San Marino,648,5.0,41.0,,172.0,435,1.0,19098.0,1208.0,3300.0,97256.0
Jordan,586,4.0,9.0,,393.0,184,5.0,57.0,0.9,131985.0,12936.0
Channel Islands,548,,43.0,,456.0,49,,3152.0,247.0,5342.0,30725.0
Equatorial Guinea,522,,6.0,,13.0,503,,372.0,4.0,854.0,609.0
Malta,522,14.0,6.0,,443.0,73,1.0,1182.0,14.0,45967.0,104105.0
Tanzania,509,,21.0,,183.0,305,7.0,9.0,0.4,,
Jamaica,509,2.0,9.0,,113.0,387,,172.0,3.0,7552.0,2550.0
Venezuela,440,,10.0,,220.0,210,2.0,15.0,0.4,525902.0,18494.0
Taiwan,440,,7.0,,383.0,50,,18.0,0.3,68335.0,2869.0
Réunion,439,,,,354.0,85,4.0,490.0,,17200.0,19211.0
Sierra Leone,408,21.0,26.0,,97.0,285,,51.0,3.0,,
Chad,399,27.0,46.0,4.0,83.0,270,,24.0,3.0,,
Palestine,375,,2.0,,310.0,63,,74.0,0.4,43566.0,8540.0
Benin,339,12.0,2.0,,83.0,254,,28.0,0.2,25471.0,2101.0
Congo,333,,11.0,,53.0,269,,60.0,2.0,,
Isle of Man,332,,23.0,,274.0,35,20.0,3904.0,270.0,3973.0,46723.0
Mauritius,332,,10.0,,322.0,0,,261.0,8.0,69773.0,54863.0
Montenegro,324,,9.0,,309.0,6,2.0,516.0,14.0,10167.0,16188.0
Cabo Verde,315,26.0,2.0,,67.0,246,,567.0,4.0,791.0,1423.0
Vietnam,288,,,,260.0,28,2.0,3.0,,275000.0,2825.0
Rwanda,287,,,,168.0,119,,22.0,,45140.0,3485.0
Ethiopia,272,9.0,5.0,,108.0,159,,2.0,0.04,45278.0,394.0
Nepal,246,3.0,,,35.0,211,,8.0,,81685.0,2803.0
Togo,238,19.0,11.0,,96.0,131,,29.0,1.0,11796.0,1425.0
Haiti,234,15.0,18.0,,17.0,199,,21.0,2.0,1408.0,123.0
Madagascar,230,18.0,,,108.0,122,1.0,8.0,,5670.0,205.0
Sao Tome and Principe,220,,6.0,,4.0,210,,1004.0,27.0,175.0,799.0
Liberia,215,2.0,20.0,,105.0,90,,43.0,4.0,,
South Sudan,203,,,,2.0,201,,18.0,,1247.0,111.0
Martinique,189,,14.0,,91.0,84,2.0,504.0,37.0,,
Eswatini,187,,2.0,,51.0,134,,161.0,2.0,2262.0,1950.0
Faeroe Islands,187,,,,187.0,0,,3827.0,,8638.0,176780.0
Myanmar,181,,6.0,,84.0,91,,3.0,0.1,12482.0,229.0
Uganda,160,21.0,,,63.0,97,,3.0,,65663.0,1436.0
Guadeloupe,155,,13.0,,109.0,33,4.0,387.0,32.0,,
French Guiana,153,,1.0,,124.0,28,,512.0,3.0,,
Gibraltar,147,,,,144.0,3,,4363.0,,4576.0,135823.0
CAR,143,,,,10.0,133,,30.0,,3498.0,724.0
Brunei,141,,1.0,,134.0,6,2.0,322.0,2.0,16523.0,37769.0
Cambodia,122,,,,121.0,1,1.0,7.0,,14461.0,865.0
Bermuda,121,,8.0,,66.0,47,2.0,1943.0,128.0,4642.0,74537.0
Trinidad and Tobago,116,,8.0,,107.0,1,,83.0,6.0,2511.0,1794.0
Mozambique,115,11.0,,,35.0,80,,4.0,,5119.0,164.0
Guyana,113,,10.0,,41.0,62,3.0,144.0,13.0,1020.0,1297.0
Aruba,101,,3.0,,91.0,7,4.0,946.0,28.0,1913.0,17918.0
Mongolia,98,56.0,,,15.0,83,2.0,30.0,,10162.0,3100.0
Monaco,96,,4.0,,87.0,5,1.0,2446.0,102.0,,
Bahamas,94,,11.0,,41.0,42,1.0,239.0,28.0,1670.0,4247.0
Cayman Islands,86,,1.0,,54.0,31,3.0,1309.0,15.0,4893.0,74450.0
Yemen,85,15.0,12.0,,1.0,72,,3.0,0.4,120.0,4.0
Barbados,85,,7.0,,65.0,13,4.0,296.0,24.0,3480.0,12110.0
Liechtenstein,82,,1.0,,55.0,26,,2151.0,26.0,900.0,23605.0
Sint Maarten,76,,15.0,,46.0,15,7.0,1773.0,350.0,329.0,7673.0
Libya,64,,3.0,,28.0,33,,9.0,0.4,3253.0,473.0
Malawi,63,,3.0,,24.0,36,1.0,3.0,0.2,1363.0,71.0
French Polynesia,60,,,,58.0,2,1.0,214.0,,3096.0,11021.0
Syria,48,,3.0,,29.0,16,,3.0,0.2,,
Angola,48,3.0,2.0,,14.0,32,,1.0,0.06,6136.0,187.0
Macao,45,,,,43.0,2,1.0,69.0,,,
Saint Martin,39,,3.0,,30.0,6,1.0,1009.0,78.0,,
Eritrea,39,,,,38.0,1,,11.0,,,
Zimbabwe,37,,4.0,,12.0,21,,2.0,0.3,20537.0,1382.0
Nicaragua,25,,8.0,,7.0,10,,4.0,1.0,,
Antigua and Barbuda,25,,3.0,,19.0,3,1.0,255.0,31.0,183.0,1869.0
Botswana,24,,1.0,,17.0,6,,10.0,0.4,11495.0,4888.0
Timor-Leste,24,,,,21.0,3,,18.0,,738.0,560.0
Gambia,23,,1.0,,10.0,12,,10.0,0.4,1341.0,555.0
Grenada,21,,,,13.0,8,4.0,187.0,,1406.0,12495.0
Bhutan,19,8.0,,,5.0,14,,25.0,,12932.0,16760.0
Laos,19,,,,14.0,5,,3.0,,4092.0,562.0
Belize,18,,2.0,,16.0,0,,45.0,5.0,1043.0,2623.0
Fiji,18,,,,14.0,4,,20.0,,1300.0,1450.0
New Caledonia,18,,,,18.0,0,,63.0,,5454.0,19103.0
Saint Lucia,18,,,,18.0,0,,98.0,,727.0,3959.0
St. Vincent Grenadines,17,,,,12.0,5,,153.0,,155.0,1397.0
Mauritania,16,1.0,2.0,,6.0,8,,3.0,0.4,2015.0,433.0
Curaçao,16,,1.0,,14.0,1,,98.0,6.0,389.0,2371.0
Dominica,16,,,,15.0,1,,222.0,,420.0,5834.0
Namibia,16,,,,12.0,4,,6.0,,2011.0,791.0
Burundi,15,,1.0,,7.0,7,,1.0,0.08,284.0,24.0
Saint Kitts and Nevis,15,,,,14.0,1,,282.0,,327.0,6147.0
Falkland Islands,13,,,,13.0,0,,3736.0,,402.0,115517.0
Turks and Caicos,12,,1.0,,10.0,1,,310.0,26.0,109.0,2815.0
Vatican City,12,,,,2.0,10,,14981.0,,,
Comoros,11,,1.0,,,10,,13.0,1.0,,
Montserrat,11,,1.0,,8.0,2,1.0,2204.0,200.0,36.0,7212.0
Greenland,11,,,,11.0,0,,194.0,,1579.0,27814.0
Seychelles,11,,,,10.0,1,,112.0,,,
Suriname,10,,1.0,,9.0,0,,17.0,2.0,404.0,689.0
MS Zaandam,9,,2.0,,,7,,,,,
Papua New Guinea,8,,,,8.0,0,,0.9,,2402.0,268.0
British Virgin Islands,7,,1.0,,4.0,2,,232.0,33.0,167.0,5524.0
Caribbean Netherlands,6,,,,6.0,0,,229.0,,357.0,13614.0
St. Barth,6,,,,6.0,0,,607.0,,,
Western Sahara,6,,,,6.0,0,,10.0,,,
Anguilla,3,,,,3.0,0,,200.0,,,
Lesotho,1,,,,,1,,0.5,,,
Saint Pierre Miquelon,1,,,,1.0,0,,173.0,,,
China,82929,3.0,4633.0,,78195.0,101,9.0,58.0,3.0,,
Total:,4506859,81203.0,302298.0,4533.0,1697459.0,2507102,45546.0,578.2,38.8,,
