"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
UAE,15192,462.0,146.0,9.0,3153.0,11893,1.0,1536.0,15.0,1200000.0,121330.0
Japan,15078,,536.0,,4156.0,10386,328.0,119.0,4.0,184586.0,1459.0
Poland,14431,425.0,716.0,18.0,4280.0,9435,160.0,381.0,19.0,394270.0,10418.0
Romania,13837,325.0,841.0,23.0,5454.0,7542,244.0,719.0,44.0,205842.0,10700.0
Ukraine,12697,366.0,316.0,13.0,1875.0,10506,167.0,290.0,7.0,139759.0,3196.0
Indonesia,12071,484.0,872.0,8.0,2197.0,9002,,44.0,3.0,121547.0,444.0
Bangladesh,10929,786.0,183.0,1.0,1403.0,9343,1.0,66.0,1.0,93405.0,567.0
S. Korea,10804,3.0,254.0,2.0,9283.0,1267,55.0,211.0,5.0,640237.0,12488.0
Denmark,9821,151.0,503.0,10.0,7296.0,2022,49.0,1696.0,87.0,257738.0,44497.0
Philippines,9684,199.0,637.0,14.0,1408.0,7639,31.0,88.0,6.0,130889.0,1194.0
Serbia,9677,120.0,200.0,3.0,1723.0,7754,51.0,1108.0,23.0,111278.0,12736.0
Dominican Republic,8480,245.0,354.0,8.0,1905.0,6221,144.0,782.0,33.0,33377.0,3077.0
Colombia,7973,,358.0,,1807.0,5808,120.0,157.0,7.0,123029.0,2418.0
Norway,7928,24.0,215.0,1.0,32.0,7681,27.0,1462.0,40.0,189657.0,34984.0
Czechia,7878,59.0,254.0,2.0,3999.0,3625,59.0,736.0,24.0,269093.0,25128.0
South Africa,7572,352.0,148.0,10.0,2746.0,4678,36.0,128.0,2.0,268064.0,4520.0
Panama,7387,190.0,203.0,3.0,726.0,6458,93.0,1712.0,47.0,35556.0,8241.0
Egypt,7201,388.0,452.0,16.0,1730.0,5019,,70.0,4.0,90000.0,879.0
Australia,6849,24.0,96.0,1.0,5889.0,864,27.0,269.0,4.0,664756.0,26069.0
Malaysia,6383,30.0,106.0,1.0,4567.0,1710,24.0,197.0,3.0,213220.0,6588.0
Kuwait,5804,526.0,40.0,,2032.0,3732,90.0,1359.0,9.0,196397.0,45988.0
Finland,5412,85.0,246.0,6.0,3500.0,1666,48.0,977.0,44.0,106300.0,19185.0
Morocco,5219,166.0,181.0,2.0,1838.0,3200,1.0,141.0,5.0,49570.0,1343.0
Argentina,4887,,260.0,,1442.0,3185,157.0,108.0,6.0,69718.0,1543.0
Algeria,4838,190.0,470.0,5.0,2067.0,2301,22.0,110.0,11.0,6500.0,148.0
Moldova,4363,115.0,136.0,4.0,1544.0,2683,237.0,1082.0,34.0,20447.0,5069.0
Kazakhstan,4205,156.0,29.0,,1279.0,2897,40.0,224.0,2.0,320411.0,17064.0
Luxembourg,3840,12.0,96.0,,3412.0,332,22.0,6134.0,153.0,49299.0,78755.0
Bahrain,3720,187.0,8.0,,1762.0,1950,1.0,2186.0,5.0,155501.0,91387.0
Afghanistan,3224,330.0,95.0,5.0,421.0,2708,7.0,83.0,2.0,13076.0,336.0
Hungary,3065,30.0,363.0,12.0,709.0,1993,55.0,317.0,38.0,85557.0,8857.0
Thailand,2988,1.0,54.0,,2747.0,187,61.0,43.0,0.8,227860.0,3264.0
Nigeria,2802,,93.0,,417.0,2292,4.0,14.0,0.5,19512.0,95.0
Oman,2735,98.0,12.0,,858.0,1865,17.0,536.0,2.0,40459.0,7923.0
Ghana,2719,,18.0,,294.0,2407,4.0,88.0,0.6,129461.0,4166.0
Greece,2642,10.0,146.0,,1374.0,1122,35.0,253.0,14.0,83750.0,8035.0
Armenia,2619,112.0,40.0,1.0,1111.0,1468,10.0,884.0,13.0,25846.0,8722.0
Iraq,2431,85.0,102.0,4.0,1571.0,758,,60.0,3.0,113484.0,2821.0
Uzbekistan,2207,18.0,10.0,,1501.0,696,8.0,66.0,0.3,325000.0,9710.0
Croatia,2112,11.0,83.0,3.0,1560.0,469,14.0,514.0,20.0,39973.0,9737.0
Cameroon,2104,,64.0,,953.0,1087,12.0,79.0,2.0,,
Azerbaijan,2060,76.0,26.0,,1508.0,526,18.0,203.0,3.0,164481.0,16222.0
Bosnia and Herzegovina,1946,20.0,79.0,1.0,911.0,956,4.0,593.0,24.0,35296.0,10758.0
Guinea,1811,101.0,10.0,1.0,498.0,1303,,138.0,0.8,,
Iceland,1799,,10.0,,1733.0,56,,5272.0,29.0,51345.0,150465.0
Estonia,1711,8.0,55.0,,261.0,1395,6.0,1290.0,41.0,57423.0,43288.0
Bulgaria,1704,52.0,80.0,2.0,342.0,1282,37.0,245.0,12.0,50303.0,7239.0
Cuba,1685,17.0,69.0,,954.0,662,8.0,149.0,6.0,57711.0,5095.0
Bolivia,1681,87.0,82.0,6.0,174.0,1425,3.0,144.0,7.0,7651.0,655.0
North Macedonia,1526,8.0,86.0,1.0,1013.0,427,21.0,732.0,41.0,17359.0,8332.0
New Zealand,1486,,20.0,,1302.0,164,,308.0,4.0,155928.0,32335.0
Slovenia,1445,6.0,98.0,1.0,244.0,1103,17.0,695.0,47.0,57504.0,27660.0
Ivory Coast,1432,,17.0,,693.0,722,,54.0,0.6,10778.0,409.0
Lithuania,1423,4.0,46.0,,678.0,699,17.0,523.0,17.0,149106.0,54772.0
Slovakia,1421,8.0,25.0,,741.0,655,6.0,260.0,5.0,99864.0,18291.0
Senegal,1329,58.0,11.0,1.0,470.0,848,6.0,79.0,0.7,17787.0,1062.0
Honduras,1178,123.0,83.0,1.0,122.0,973,10.0,119.0,8.0,5243.0,529.0
Djibouti,1120,4.0,2.0,,745.0,373,,1134.0,2.0,14378.0,14553.0
Hong Kong,1041,,4.0,,920.0,117,1.0,139.0,0.5,154989.0,20674.0
Tunisia,1018,,43.0,,406.0,569,18.0,86.0,4.0,24853.0,2103.0
Latvia,896,,17.0,1.0,348.0,531,4.0,475.0,9.0,66150.0,35071.0
Cyprus,878,4.0,15.0,,296.0,567,15.0,727.0,12.0,66975.0,55472.0
Kyrgyzstan,843,13.0,11.0,1.0,600.0,232,13.0,129.0,2.0,56488.0,8658.0
Somalia,835,79.0,38.0,3.0,75.0,722,2.0,53.0,2.0,,
Albania,820,17.0,31.0,,570.0,219,7.0,285.0,11.0,9276.0,3223.0
Sudan,778,100.0,45.0,4.0,70.0,663,,18.0,1.0,,
Sri Lanka,771,20.0,9.0,1.0,213.0,549,1.0,36.0,0.4,26842.0,1254.0
Niger,755,,37.0,,534.0,184,,31.0,2.0,5309.0,219.0
Costa Rica,755,13.0,6.0,,413.0,336,5.0,148.0,1.0,14121.0,2772.0
Andorra,751,1.0,46.0,1.0,514.0,191,16.0,9720.0,595.0,1673.0,21653.0
Lebanon,741,1.0,25.0,,206.0,510,43.0,109.0,4.0,42009.0,6155.0
Guatemala,730,27.0,19.0,2.0,79.0,632,5.0,41.0,1.0,7200.0,402.0
Diamond Princess,712,,13.0,,645.0,54,4.0,,,,
DRC,705,23.0,34.0,,90.0,581,,8.0,0.4,,
Mayotte,686,,6.0,,352.0,328,6.0,2515.0,22.0,3400.0,12463.0
Burkina Faso,672,,46.0,,545.0,81,,32.0,2.0,,
Uruguay,657,,17.0,,447.0,193,10.0,189.0,5.0,22805.0,6565.0
Mali,612,32.0,32.0,3.0,228.0,352,,30.0,2.0,2172.0,107.0
Georgia,604,11.0,9.0,,240.0,355,6.0,151.0,2.0,20579.0,5159.0
San Marino,589,7.0,41.0,,92.0,456,5.0,17359.0,1208.0,2538.0,74799.0
El Salvador,587,32.0,13.0,,201.0,373,3.0,90.0,2.0,30387.0,4685.0
Maldives,573,32.0,2.0,1.0,20.0,551,2.0,1060.0,4.0,9863.0,18246.0
Channel Islands,544,,41.0,,406.0,97,,3129.0,236.0,5342.0,30725.0
Kenya,535,45.0,24.0,,182.0,329,2.0,10.0,0.4,24784.0,461.0
Malta,482,2.0,5.0,1.0,403.0,74,1.0,1092.0,11.0,36945.0,83672.0
Tanzania,480,,16.0,,167.0,297,7.0,8.0,0.3,,
Jamaica,471,2.0,9.0,,49.0,413,2.0,159.0,3.0,5830.0,1969.0
Jordan,471,6.0,9.0,,375.0,87,5.0,46.0,0.9,91666.0,8984.0
Taiwan,438,,6.0,,334.0,98,,18.0,0.3,64958.0,2727.0
Paraguay,431,35.0,10.0,,135.0,286,7.0,60.0,1.0,11913.0,1670.0
Réunion,424,,,,300.0,124,2.0,474.0,,,
Guinea-Bissau,413,,1.0,,19.0,393,,210.0,0.5,1500.0,762.0
Palestine,371,9.0,2.0,,127.0,242,,73.0,0.4,32200.0,6312.0
Gabon,367,,6.0,,93.0,268,1.0,165.0,3.0,724.0,325.0
Venezuela,361,4.0,10.0,,158.0,193,1.0,13.0,0.4,482953.0,16984.0
Mauritius,332,,10.0,,319.0,3,3.0,261.0,8.0,18959.0,14908.0
Isle of Man,326,1.0,23.0,,271.0,32,19.0,3834.0,270.0,3459.0,40678.0
Montenegro,324,1.0,8.0,,253.0,63,2.0,516.0,13.0,7816.0,12445.0
Equatorial Guinea,315,,3.0,,13.0,299,,225.0,2.0,854.0,609.0
Tajikistan,293,63.0,5.0,2.0,,288,,31.0,0.5,,
Vietnam,271,,,,232.0,39,8.0,3.0,,261004.0,2681.0
Rwanda,261,,,,128.0,133,,20.0,,35096.0,2710.0
Congo,236,,10.0,,26.0,200,,43.0,2.0,,
Sierra Leone,199,21.0,11.0,2.0,43.0,145,,25.0,1.0,,
Faeroe Islands,187,,,,185.0,2,,3827.0,,8157.0,166936.0
Cabo Verde,186,11.0,2.0,,37.0,147,,335.0,4.0,791.0,1423.0
Martinique,181,,14.0,,83.0,84,5.0,482.0,37.0,,
Chad,170,53.0,17.0,7.0,43.0,110,,10.0,1.0,,
Liberia,166,,18.0,,58.0,90,,33.0,4.0,,
Myanmar,161,,6.0,,49.0,106,,3.0,0.1,9037.0,166.0
Guadeloupe,152,,12.0,,98.0,42,5.0,380.0,30.0,,
Madagascar,151,2.0,,,101.0,50,1.0,5.0,,3861.0,139.0
Ethiopia,145,5.0,4.0,1.0,91.0,50,,1.0,0.03,25135.0,219.0
Gibraltar,144,,,,133.0,11,,4274.0,,2931.0,86997.0
Zambia,138,1.0,3.0,,92.0,43,1.0,8.0,0.2,7277.0,396.0
Brunei,138,,1.0,,131.0,6,2.0,315.0,2.0,14610.0,33396.0
French Guiana,133,,1.0,,100.0,32,2.0,445.0,3.0,,
Togo,128,2.0,9.0,,74.0,45,,15.0,1.0,7896.0,954.0
Cambodia,122,,,,120.0,2,1.0,7.0,,12461.0,745.0
Eswatini,119,3.0,1.0,,12.0,106,,103.0,0.9,714.0,615.0
Trinidad and Tobago,116,,8.0,,102.0,6,,83.0,6.0,2055.0,1468.0
Bermuda,115,,7.0,,54.0,54,4.0,1847.0,112.0,3270.0,52507.0
Aruba,101,1.0,2.0,,82.0,17,4.0,946.0,19.0,1780.0,16672.0
Haiti,100,,11.0,,10.0,79,,9.0,1.0,1026.0,90.0
Uganda,97,,,,55.0,42,,2.0,,41478.0,907.0
Benin,96,,2.0,,50.0,44,,8.0,0.2,,
Monaco,95,,4.0,,81.0,10,1.0,2421.0,102.0,,
Guyana,92,,9.0,,27.0,56,3.0,117.0,11.0,579.0,736.0
CAR,85,,,,10.0,75,,18.0,,3498.0,724.0
Bahamas,83,,11.0,,25.0,47,1.0,211.0,28.0,1391.0,3537.0
Barbados,82,,7.0,,46.0,29,4.0,285.0,24.0,2458.0,8553.0
Liechtenstein,82,,1.0,,55.0,26,,2151.0,26.0,900.0,23605.0
Nepal,82,7.0,,,16.0,66,,3.0,,64492.0,2213.0
Mozambique,81,1.0,,,19.0,62,,3.0,,2867.0,92.0
Sint Maarten,76,,14.0,1.0,44.0,18,7.0,1773.0,327.0,329.0,7673.0
Cayman Islands,75,,1.0,,14.0,60,3.0,1141.0,15.0,2528.0,38465.0
Libya,63,,3.0,,23.0,37,,9.0,0.4,2338.0,340.0
French Polynesia,58,,,,53.0,5,1.0,206.0,,2665.0,9487.0
South Sudan,52,6.0,,,,52,,5.0,,1247.0,111.0
Macao,45,,,,39.0,6,1.0,69.0,,,
Syria,44,,3.0,,27.0,14,,3.0,0.2,,
Malawi,41,,3.0,,9.0,29,1.0,2.0,0.2,907.0,47.0
Mongolia,41,1.0,,,13.0,28,,13.0,,8889.0,2711.0
Eritrea,39,,,,30.0,9,,11.0,,,
Saint Martin,38,,3.0,,29.0,6,1.0,983.0,78.0,,
Angola,36,1.0,2.0,,11.0,23,,1.0,0.06,3000.0,91.0
Zimbabwe,34,,4.0,,5.0,25,,2.0,0.3,7642.0,514.0
Antigua and Barbuda,25,,3.0,,16.0,6,1.0,255.0,31.0,153.0,1562.0
Timor-Leste,24,,,,20.0,4,,18.0,,664.0,504.0
Sao Tome and Principe,23,,3.0,,4.0,16,,105.0,14.0,175.0,799.0
Botswana,23,,1.0,,8.0,14,,10.0,0.4,8636.0,3672.0
Yemen,21,9.0,3.0,1.0,1.0,17,,0.7,0.1,120.0,4.0
Grenada,21,,,,13.0,8,4.0,187.0,,1406.0,12495.0
Laos,19,,,,9.0,10,,3.0,,2418.0,332.0
Belize,18,,2.0,,14.0,2,1.0,45.0,5.0,1043.0,2623.0
Fiji,18,,,,14.0,4,,20.0,,1007.0,1123.0
New Caledonia,18,,,,17.0,1,1.0,63.0,,5052.0,17695.0
Saint Lucia,18,,,,15.0,3,,98.0,,446.0,2429.0
Gambia,17,,1.0,,9.0,7,,7.0,0.4,401.0,166.0
St. Vincent Grenadines,17,,,,9.0,8,,153.0,,137.0,1235.0
Curaçao,16,,1.0,,13.0,2,,98.0,6.0,351.0,2139.0
Dominica,16,,,,14.0,2,,222.0,,416.0,5779.0
Namibia,16,,,,8.0,8,,6.0,,1122.0,442.0
Nicaragua,15,,5.0,,7.0,3,,2.0,0.8,,
Burundi,15,,1.0,,7.0,7,,1.0,0.08,284.0,24.0
Saint Kitts and Nevis,15,,,,8.0,7,,282.0,,294.0,5526.0
Falkland Islands,13,,,,13.0,0,,3736.0,,388.0,111494.0
Turks and Caicos,12,,1.0,,6.0,5,,310.0,26.0,107.0,2764.0
Montserrat,11,,1.0,,7.0,3,1.0,2204.0,200.0,36.0,7212.0
Greenland,11,,,,11.0,0,,194.0,,1332.0,23463.0
Vatican City,11,,,,2.0,9,,13733.0,,,
Seychelles,11,,,,8.0,3,,112.0,,,
Suriname,10,,1.0,,9.0,0,,17.0,2.0,404.0,689.0
MS Zaandam,9,,2.0,,,7,,,,,
Mauritania,8,,1.0,,6.0,1,,2.0,0.2,1032.0,222.0
Papua New Guinea,8,,,,8.0,0,,0.9,,2402.0,268.0
Bhutan,7,,,,5.0,2,,9.0,,11015.0,14275.0
British Virgin Islands,6,,1.0,,3.0,2,,198.0,33.0,,
Caribbean Netherlands,6,,,,,6,,229.0,,110.0,4195.0
St. Barth,6,,,,6.0,0,,607.0,,,
Western Sahara,6,,,,5.0,1,,10.0,,,
Anguilla,3,,,,3.0,0,,200.0,,,
Comoros,3,,,,,3,,3.0,,,
Saint Pierre Miquelon,1,,,,,1,,173.0,,,
China,82881,1.0,4633.0,,77853.0,395,29.0,58.0,3.0,,
Total:,3711387,68116.0,257019.0,4778.0,1235491.0,2218877,49329.0,476.1,33.0,,
