"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
Greece,1735,,73.0,,78.0,1584,93.0,166.0,7.0,25453.0,2442.0
South Africa,1655,,11.0,,95.0,1549,7.0,28.0,0.2,56873.0,959.0
Qatar,1604,,4.0,,123.0,1477,37.0,557.0,1.0,35757.0,12411.0
Argentina,1554,,46.0,,280.0,1228,86.0,34.0,1.0,8488.0,188.0
Iceland,1486,,4.0,,428.0,1054,11.0,4355.0,12.0,25394.0,74416.0
Colombia,1485,,35.0,,88.0,1362,50.0,29.0,0.7,23706.0,466.0
Algeria,1320,,152.0,,90.0,1078,46.0,30.0,3.0,3359.0,77.0
Singapore,1309,,6.0,,320.0,983,25.0,224.0,1.0,40000.0,6837.0
Ukraine,1308,,37.0,,28.0,1243,16.0,30.0,0.8,5493.0,126.0
Croatia,1182,,15.0,,125.0,1042,39.0,288.0,4.0,10874.0,2649.0
Egypt,1173,,78.0,,247.0,848,,11.0,0.8,25000.0,244.0
New Zealand,1106,67.0,1.0,,176.0,929,3.0,229.0,0.2,39918.0,8278.0
Estonia,1097,,15.0,,62.0,1020,17.0,827.0,11.0,21004.0,15834.0
Morocco,1021,,70.0,,76.0,875,1.0,28.0,2.0,4848.0,131.0
Slovenia,997,,28.0,,79.0,890,31.0,480.0,13.0,27764.0,13355.0
Iraq,961,,61.0,,279.0,621,,24.0,2.0,,
Hong Kong,891,,4.0,,206.0,681,8.0,119.0,0.5,96709.0,12900.0
Moldova,864,,15.0,,30.0,819,80.0,214.0,4.0,,
Armenia,822,,7.0,,57.0,758,30.0,277.0,2.0,4666.0,1575.0
Lithuania,811,,13.0,,7.0,791,11.0,298.0,5.0,23645.0,8686.0
Hungary,733,,34.0,,66.0,633,17.0,76.0,4.0,21250.0,2200.0
Diamond Princess,712,,11.0,,619.0,82,10.0,,,,
Bahrain,700,,4.0,,431.0,265,3.0,411.0,2.0,44386.0,26085.0
Bosnia and Herzegovina,654,,23.0,,30.0,601,4.0,199.0,7.0,5934.0,1809.0
Cameroon,650,,9.0,,17.0,624,,24.0,0.3,,
Azerbaijan,584,,7.0,,32.0,545,17.0,58.0,0.7,40000.0,3945.0
Kazakhstan,584,,6.0,,42.0,536,6.0,31.0,0.3,5093.0,271.0
Tunisia,574,,22.0,,5.0,547,39.0,49.0,2.0,7145.0,605.0
Belarus,562,,8.0,,52.0,502,11.0,59.0,0.8,32000.0,3386.0
Kuwait,556,,1.0,,99.0,456,17.0,130.0,0.2,,
North Macedonia,555,,18.0,,23.0,514,15.0,266.0,9.0,5291.0,2540.0
Latvia,533,,1.0,,1.0,531,4.0,283.0,0.5,20680.0,10964.0
Bulgaria,531,,20.0,,37.0,474,22.0,76.0,3.0,15899.0,2288.0
Lebanon,527,,18.0,,54.0,455,28.0,77.0,3.0,9411.0,1379.0
Andorra,501,,18.0,,26.0,457,12.0,6484.0,233.0,,
Slovakia,485,,1.0,,10.0,474,3.0,89.0,0.2,15155.0,2776.0
Costa Rica,454,,2.0,,16.0,436,14.0,89.0,0.4,5098.0,1001.0
Cyprus,446,,9.0,,37.0,400,11.0,369.0,7.0,10946.0,9066.0
Uruguay,406,,6.0,,104.0,296,14.0,117.0,2.0,5208.0,1499.0
Afghanistan,367,18.0,7.0,,17.0,343,,9.0,0.2,,
Taiwan,363,,5.0,,54.0,304,,15.0,0.2,37219.0,1563.0
Albania,361,,20.0,,104.0,237,7.0,125.0,7.0,2396.0,833.0
Burkina Faso,345,,17.0,,90.0,238,,17.0,0.8,,
Jordan,345,,5.0,,110.0,230,5.0,34.0,0.5,,
Réunion,344,,,,40.0,304,4.0,384.0,,,
Uzbekistan,342,,2.0,,30.0,310,8.0,10.0,0.06,,
Cuba,320,,8.0,,15.0,297,11.0,28.0,0.7,5234.0,462.0
Channel Islands,309,,6.0,,27.0,276,,1777.0,35.0,,
Honduras,298,30.0,22.0,,6.0,270,10.0,30.0,2.0,,
Oman,298,,2.0,,61.0,235,3.0,58.0,0.4,,
San Marino,266,,32.0,,35.0,199,14.0,7839.0,943.0,586.0,17270.0
Ivory Coast,261,,3.0,,37.0,221,,10.0,0.1,,
Vietnam,241,,,,91.0,150,3.0,2.0,,88551.0,910.0
Palestine,237,,1.0,,25.0,211,,46.0,0.2,12738.0,2497.0
Nigeria,232,,5.0,,33.0,194,2.0,1.0,0.02,4000.0,19.0
Mauritius,227,,7.0,,7.0,213,1.0,178.0,6.0,,
Malta,227,,,,5.0,222,3.0,514.0,,10358.0,23459.0
Senegal,222,,2.0,,82.0,138,1.0,13.0,0.1,,
Kyrgyzstan,216,69.0,4.0,3.0,33.0,179,5.0,33.0,0.6,9618.0,1474.0
Ghana,214,,5.0,,31.0,178,2.0,7.0,0.2,,
Montenegro,214,,2.0,,1.0,211,4.0,341.0,3.0,1637.0,2606.0
Niger,184,,10.0,,13.0,161,,8.0,0.4,4012.0,166.0
Bolivia,183,26.0,11.0,1.0,2.0,170,3.0,16.0,0.9,591.0,51.0
Faeroe Islands,181,,,,99.0,82,1.0,3704.0,,4890.0,100076.0
Sri Lanka,176,,5.0,,33.0,138,5.0,8.0,0.2,,
Georgia,174,,2.0,,36.0,136,6.0,44.0,0.5,2762.0,692.0
Venezuela,159,,7.0,,52.0,100,6.0,6.0,0.2,1779.0,63.0
DRC,154,,18.0,,3.0,133,,2.0,0.2,,
Martinique,149,,4.0,,50.0,95,21.0,397.0,11.0,,
Mayotte,147,,2.0,,14.0,131,3.0,539.0,7.0,479.0,1756.0
Kenya,142,,4.0,,4.0,134,2.0,3.0,0.07,3836.0,71.0
Guadeloupe,135,,7.0,,31.0,97,14.0,337.0,17.0,,
Brunei,135,,1.0,,73.0,61,3.0,309.0,2.0,8129.0,18581.0
Isle of Man,127,,1.0,,,126,,1494.0,12.0,1334.0,15688.0
Guinea,121,,,,5.0,116,,9.0,,,
Cambodia,114,,,,50.0,64,1.0,7.0,,5768.0,345.0
Paraguay,113,9.0,5.0,2.0,12.0,96,2.0,16.0,0.7,1581.0,222.0
Trinidad and Tobago,105,1.0,7.0,,1.0,97,,75.0,5.0,825.0,590.0
Rwanda,104,,,,4.0,100,,8.0,,,
Gibraltar,103,,,,52.0,51,,3057.0,,1345.0,39922.0
Bangladesh,88,,9.0,,33.0,46,1.0,0.5,0.05,2914.0,18.0
Liechtenstein,77,,1.0,,,76,,2020.0,26.0,900.0,23605.0
Monaco,73,,1.0,,3.0,69,4.0,1860.0,25.0,,
Madagascar,72,,,,2.0,70,6.0,3.0,,,
Guatemala,70,,3.0,,15.0,52,3.0,4.0,0.2,1134.0,63.0
El Salvador,69,7.0,3.0,,2.0,64,4.0,11.0,0.5,,
French Guiana,68,,,,27.0,41,1.0,228.0,,,
Aruba,64,,,,1.0,63,,599.0,,869.0,8139.0
Djibouti,59,,,,9.0,50,,60.0,,,
Jamaica,58,,3.0,,8.0,47,,20.0,1.0,540.0,182.0
Barbados,56,,1.0,,6.0,49,4.0,195.0,3.0,527.0,1834.0
Uganda,52,,,,,52,,1.0,,2629.0,57.0
Congo,45,,5.0,,2.0,38,,8.0,0.9,,
Mali,45,,5.0,,1.0,39,,2.0,0.2,,
Togo,44,,3.0,,20.0,21,,5.0,0.4,,
Macao,44,,,,10.0,34,,68.0,,,
Ethiopia,43,,2.0,,4.0,37,1.0,0.4,0.02,1843.0,16.0
French Polynesia,41,,,,,41,,146.0,,612.0,2179.0
Cayman Islands,39,,1.0,,1.0,37,,593.0,15.0,365.0,5554.0
Zambia,39,,1.0,,3.0,35,,2.0,0.05,619.0,34.0
Bermuda,37,,,,14.0,23,,594.0,,298.0,4785.0
Saint Martin,32,,2.0,,7.0,23,6.0,828.0,52.0,,
Bahamas,29,,5.0,,4.0,20,1.0,74.0,13.0,,
Guyana,29,5.0,4.0,,,25,,37.0,5.0,110.0,140.0
Eritrea,29,,,,,29,,8.0,,,
Sint Maarten,25,,4.0,,1.0,20,,583.0,93.0,82.0,1912.0
Tanzania,22,,1.0,,3.0,18,,0.4,0.02,,
Benin,22,,,,5.0,17,,2.0,,,
Gabon,21,,1.0,,1.0,19,,9.0,0.4,,
Haiti,21,,1.0,,1.0,19,,2.0,0.09,247.0,22.0
Myanmar,21,,1.0,,,20,,0.4,0.02,,
Syria,19,,2.0,,2.0,15,,1.0,0.1,,
Maldives,19,,,,13.0,6,,35.0,,,
Libya,18,,1.0,,,17,,3.0,0.1,294.0,43.0
Guinea-Bissau,18,,,,,18,,9.0,,,
New Caledonia,18,,,,1.0,17,,63.0,,1983.0,6946.0
Equatorial Guinea,16,,,,1.0,15,,11.0,,,
Namibia,16,,,,3.0,13,,6.0,,301.0,118.0
Antigua and Barbuda,15,,,,,15,1.0,153.0,,40.0,408.0
Mongolia,15,1.0,,,2.0,13,,5.0,,,
Angola,14,,2.0,,2.0,10,,0.4,0.06,,
Dominica,14,,,,,14,,194.0,,255.0,3542.0
Fiji,14,2.0,,,,14,,16.0,,,
Saint Lucia,14,,,,1.0,13,,76.0,,,
Liberia,13,,3.0,,3.0,7,,3.0,0.6,,
Sudan,12,,2.0,,2.0,8,,0.3,0.05,,
Grenada,12,,,,,12,2.0,107.0,,45.0,400.0
Curaçao,11,,1.0,,5.0,5,,67.0,6.0,,
Greenland,11,,,,3.0,8,,194.0,,542.0,9547.0
Laos,11,,,,,11,,2.0,,604.0,83.0
Suriname,10,,1.0,,,9,,17.0,2.0,,
Mozambique,10,,,,1.0,9,,0.3,,338.0,11.0
Saint Kitts and Nevis,10,,,,,10,,188.0,,149.0,2801.0
Seychelles,10,,,,,10,,102.0,,,
MS Zaandam,9,,2.0,,,7,,,,,
Zimbabwe,9,,1.0,,,8,,0.6,0.07,316.0,21.0
Nepal,9,,,,1.0,8,,0.3,,1642.0,56.0
Chad,9,,,,,9,,0.5,,,
Eswatini,9,,,,,9,,8.0,,,
CAR,8,,,,,8,,2.0,,,
Cabo Verde,7,,1.0,,,6,,13.0,2.0,,
Vatican City,7,,,,,7,,8739.0,,,
St. Vincent Grenadines,7,,,,1.0,6,,63.0,,,
Somalia,7,,,,1.0,6,,0.4,,,
Botswana,6,,1.0,,,5,,3.0,0.4,966.0,411.0
Mauritania,6,,1.0,,2.0,3,,1.0,0.2,67.0,14.0
Nicaragua,6,,1.0,,,5,,0.9,0.2,,
Montserrat,6,,,,,6,,1202.0,,,
St. Barth,6,,,,1.0,5,,607.0,,,
Sierra Leone,6,,,,,6,,0.8,,,
Belize,5,,1.0,1.0,,4,1.0,13.0,3.0,102.0,257.0
Turks and Caicos,5,,1.0,,,4,,129.0,26.0,,
Bhutan,5,,,,2.0,3,,6.0,,,
Gambia,4,,1.0,,2.0,1,,2.0,0.4,,
Malawi,4,,,,,4,,0.2,,,
Western Sahara,4,,,,,4,,7.0,,,
Anguilla,3,,,,,3,,200.0,,,
British Virgin Islands,3,,,,,3,,99.0,,,
Burundi,3,,,,,3,,0.3,,,
Caribbean Netherlands,2,,,,,2,,76.0,,10.0,381.0
Falkland Islands,2,,,,,2,,575.0,,,
Papua New Guinea,1,,,,,1,,0.1,,72.0,8.0
Saint Pierre Miquelon,1,,,,,1,,173.0,,,
South Sudan,1,,,,,1,,0.09,,,
Timor-Leste,1,,,,,1,,0.8,,,
China,81708,39.0,3331.0,2.0,77078.0,1299,265.0,57.0,2.0,,
Total:,1274265,1403.0,69471.0,46.0,264834.0,939960,45887.0,163.5,8.9,,
