"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop
Portugal,27913,234.0,1163.0,19.0,3013.0,23737,113.0,2737.0,114.0,553855.0,54317.0
Sweden,27272,602.0,3313.0,57.0,4971.0,18988,360.0,2700.0,328.0,148500.0,14704.0
Qatar,25149,1526.0,14.0,,3019.0,22116,72.0,8729.0,5.0,135294.0,46960.0
Belarus,24873,967.0,142.0,7.0,6974.0,17757,92.0,2632.0,15.0,284445.0,30102.0
Singapore,24671,884.0,21.0,,3851.0,20799,20.0,4217.0,4.0,175604.0,30016.0
Ireland,23242,107.0,1488.0,21.0,17110.0,4644,72.0,4707.0,301.0,258808.0,52414.0
UAE,19661,783.0,203.0,2.0,6012.0,13446,1.0,1988.0,21.0,1500000.0,151662.0
Poland,16921,595.0,839.0,28.0,6131.0,9951,160.0,447.0,22.0,507778.0,13417.0
Bangladesh,16660,969.0,250.0,11.0,3147.0,13263,1.0,101.0,2.0,136638.0,830.0
Israel,16529,23.0,260.0,2.0,12083.0,4186,67.0,1910.0,30.0,469800.0,54277.0
Ukraine,16023,375.0,425.0,17.0,3373.0,12225,211.0,366.0,10.0,187307.0,4283.0
Austria,15961,79.0,623.0,3.0,14148.0,1190,59.0,1772.0,69.0,329314.0,36564.0
Japan,15847,,633.0,,8293.0,6921,267.0,125.0,5.0,218204.0,1725.0
Romania,15778,190.0,1002.0,20.0,7685.0,7091,238.0,820.0,52.0,269183.0,13992.0
Indonesia,14749,484.0,1007.0,16.0,3063.0,10679,,54.0,4.0,165128.0,604.0
Colombia,11613,,479.0,,2825.0,8309,130.0,228.0,9.0,151396.0,2975.0
Philippines,11350,264.0,751.0,25.0,2106.0,8493,31.0,104.0,7.0,181668.0,1658.0
South Africa,11350,698.0,206.0,,4357.0,6787,77.0,191.0,3.0,369697.0,6233.0
S. Korea,10936,27.0,258.0,2.0,9670.0,1008,55.0,213.0,5.0,680890.0,13281.0
Dominican Republic,10900,266.0,402.0,9.0,3221.0,7277,131.0,1005.0,37.0,42615.0,3928.0
Denmark,10591,78.0,527.0,,8580.0,1484,43.0,1828.0,91.0,334260.0,57709.0
Kuwait,10277,991.0,75.0,10.0,3101.0,7101,158.0,2406.0,18.0,196397.0,45988.0
Serbia,10243,67.0,220.0,2.0,3600.0,6423,23.0,1172.0,25.0,151304.0,17317.0
Egypt,10093,347.0,544.0,11.0,2326.0,7223,41.0,99.0,5.0,90000.0,879.0
Panama,8616,168.0,249.0,5.0,4687.0,3680,87.0,1997.0,58.0,43663.0,10119.0
Czechia,8198,22.0,283.0,1.0,4865.0,3050,42.0,766.0,26.0,314138.0,29334.0
Norway,8152,20.0,228.0,4.0,32.0,7892,23.0,1504.0,42.0,205239.0,37858.0
Australia,6964,16.0,97.0,,6229.0,638,16.0,273.0,4.0,877927.0,34429.0
Malaysia,6742,16.0,109.0,,5223.0,1410,16.0,208.0,3.0,271721.0,8395.0
Morocco,6418,137.0,188.0,,2991.0,3239,1.0,174.0,5.0,71815.0,1946.0
Argentina,6278,,317.0,3.0,1862.0,4099,170.0,139.0,7.0,87547.0,1937.0
Algeria,6067,176.0,515.0,8.0,2998.0,2554,22.0,138.0,12.0,6500.0,148.0
Finland,6003,19.0,275.0,4.0,4300.0,1428,34.0,1083.0,50.0,126500.0,22831.0
Bahrain,5522,286.0,9.0,1.0,2192.0,3321,5.0,3245.0,5.0,197898.0,116303.0
Kazakhstan,5279,72.0,32.0,,2108.0,3139,31.0,281.0,2.0,422011.0,22475.0
Moldova,5154,159.0,182.0,7.0,2069.0,2903,251.0,1278.0,45.0,20447.0,5069.0
Ghana,5127,427.0,22.0,,494.0,4611,5.0,165.0,0.7,162184.0,5219.0
Afghanistan,4963,276.0,127.0,5.0,610.0,4226,7.0,127.0,3.0,18098.0,465.0
Nigeria,4641,,150.0,,902.0,3589,4.0,23.0,0.7,27078.0,131.0
Luxembourg,3894,6.0,102.0,1.0,3610.0,182,22.0,6221.0,163.0,56394.0,90089.0
Oman,3721,148.0,17.0,,1250.0,2454,27.0,729.0,3.0,50000.0,9791.0
Armenia,3538,146.0,47.0,1.0,1430.0,2061,10.0,1194.0,16.0,33313.0,11242.0
Hungary,3313,29.0,425.0,4.0,1007.0,1881,45.0,343.0,44.0,114719.0,11875.0
Thailand,3017,2.0,56.0,,2798.0,163,61.0,43.0,0.8,227860.0,3264.0
Iraq,2913,95.0,112.0,2.0,1903.0,898,,72.0,3.0,132457.0,3293.0
Bolivia,2831,275.0,122.0,4.0,299.0,2410,3.0,243.0,10.0,7651.0,655.0
Greece,2744,18.0,152.0,1.0,1374.0,1218,32.0,263.0,15.0,106054.0,10175.0
Azerbaijan,2693,104.0,33.0,1.0,1680.0,980,28.0,266.0,3.0,202282.0,19951.0
Cameroon,2689,,125.0,,1524.0,1040,28.0,101.0,5.0,,
Uzbekistan,2519,33.0,10.0,,2010.0,499,8.0,75.0,0.3,325000.0,9710.0
Guinea,2298,152.0,11.0,,816.0,1471,,175.0,0.8,,
Croatia,2207,11.0,91.0,,1808.0,308,11.0,538.0,22.0,47480.0,11566.0
Bosnia and Herzegovina,2158,17.0,117.0,4.0,1168.0,873,4.0,658.0,36.0,43451.0,13244.0
Honduras,2100,128.0,116.0,8.0,206.0,1778,10.0,212.0,12.0,5653.0,571.0
Bulgaria,2023,33.0,95.0,2.0,476.0,1452,51.0,291.0,14.0,58713.0,8450.0
Senegal,1995,109.0,19.0,,742.0,1234,6.0,119.0,1.0,18969.0,1133.0
Cuba,1804,21.0,78.0,1.0,1277.0,449,4.0,159.0,7.0,71157.0,6282.0
Iceland,1801,,10.0,,1776.0,15,,5278.0,29.0,54791.0,160563.0
Estonia,1746,5.0,61.0,,777.0,908,5.0,1316.0,46.0,64975.0,48981.0
Ivory Coast,1730,,21.0,,818.0,891,,66.0,0.8,13663.0,518.0
North Macedonia,1674,10.0,92.0,1.0,1205.0,377,21.0,804.0,44.0,19430.0,9326.0
Sudan,1526,,74.0,,161.0,1291,,35.0,2.0,,
New Zealand,1497,,21.0,,1398.0,78,2.0,310.0,4.0,197084.0,40870.0
Lithuania,1491,6.0,50.0,,850.0,591,17.0,548.0,18.0,192386.0,70671.0
Slovakia,1465,8.0,27.0,1.0,983.0,455,6.0,268.0,5.0,122708.0,22475.0
Slovenia,1461,1.0,102.0,,259.0,1100,9.0,703.0,49.0,64547.0,31048.0
Djibouti,1256,29.0,3.0,,886.0,367,,1271.0,3.0,16093.0,16288.0
Somalia,1170,81.0,52.0,,126.0,992,2.0,74.0,3.0,,
Guatemala,1114,62.0,26.0,,111.0,977,5.0,62.0,1.0,7200.0,402.0
DRC,1102,78.0,44.0,3.0,146.0,912,,12.0,0.5,,
Mayotte,1095,72.0,12.0,1.0,492.0,591,9.0,4014.0,44.0,4000.0,14662.0
Hong Kong,1048,,4.0,,991.0,53,1.0,140.0,0.5,168291.0,22448.0
Kyrgyzstan,1037,21.0,12.0,,709.0,316,13.0,159.0,2.0,59490.0,9118.0
Tunisia,1032,,45.0,,727.0,260,7.0,87.0,4.0,33266.0,2815.0
El Salvador,998,40.0,18.0,,349.0,631,15.0,154.0,3.0,44926.0,6926.0
Latvia,950,4.0,18.0,,627.0,305,2.0,504.0,10.0,79047.0,41908.0
Maldives,904,7.0,3.0,,29.0,872,2.0,1672.0,6.0,11775.0,21784.0
Cyprus,903,2.0,16.0,,449.0,438,10.0,748.0,13.0,78338.0,64884.0
Sri Lanka,889,26.0,9.0,,366.0,514,1.0,42.0,0.4,37662.0,1759.0
Albania,876,4.0,31.0,,682.0,163,1.0,304.0,11.0,10802.0,3754.0
Lebanon,870,11.0,26.0,,234.0,610,3.0,127.0,4.0,53269.0,7804.0
Niger,832,,46.0,,637.0,149,,34.0,2.0,5598.0,231.0
Costa Rica,804,3.0,7.0,,520.0,277,6.0,158.0,1.0,17470.0,3429.0
Gabon,802,,9.0,,127.0,666,1.0,360.0,4.0,5337.0,2398.0
Guinea-Bissau,761,,3.0,,26.0,732,,387.0,2.0,1500.0,762.0
Burkina Faso,760,,50.0,,584.0,126,,36.0,2.0,,
Andorra,755,,48.0,,550.0,157,14.0,9772.0,621.0,1673.0,21653.0
Paraguay,737,13.0,10.0,,173.0,554,,103.0,1.0,16155.0,2265.0
Mali,730,18.0,40.0,1.0,398.0,292,,36.0,2.0,2498.0,123.0
Tajikistan,729,68.0,21.0,,,708,,76.0,2.0,,
Kenya,715,15.0,36.0,3.0,259.0,420,1.0,13.0,0.7,32938.0,613.0
Diamond Princess,712,,13.0,,651.0,48,4.0,,,,
Uruguay,711,,19.0,,523.0,169,8.0,205.0,5.0,28697.0,8261.0
Georgia,642,4.0,11.0,,349.0,282,6.0,161.0,3.0,31952.0,8010.0
San Marino,638,10.0,41.0,,161.0,436,2.0,18803.0,1208.0,3121.0,91981.0
Jordan,576,14.0,9.0,,390.0,177,5.0,56.0,0.9,123600.0,12114.0
Channel Islands,547,1.0,42.0,1.0,455.0,50,,3146.0,242.0,5342.0,30725.0
Tanzania,509,,21.0,,183.0,305,7.0,9.0,0.4,,
Malta,506,3.0,5.0,,434.0,67,1.0,1146.0,11.0,44656.0,101136.0
Jamaica,505,3.0,9.0,,90.0,406,,171.0,3.0,7271.0,2455.0
Zambia,441,174.0,7.0,,117.0,317,1.0,24.0,0.4,10270.0,559.0
Taiwan,440,,7.0,,372.0,61,,18.0,0.3,68107.0,2860.0
Equatorial Guinea,439,,4.0,,13.0,422,,313.0,3.0,854.0,609.0
Réunion,436,,,,354.0,82,5.0,487.0,,17200.0,19211.0
Venezuela,422,,10.0,,205.0,207,2.0,15.0,0.4,520317.0,18298.0
Palestine,375,,2.0,,316.0,57,,74.0,0.4,43566.0,8540.0
Chad,357,35.0,40.0,9.0,76.0,241,,22.0,2.0,,
Sierra Leone,338,,19.0,,72.0,247,,42.0,2.0,,
Congo,333,,11.0,,53.0,269,,60.0,2.0,,
Mauritius,332,,10.0,,322.0,0,,261.0,8.0,69773.0,54863.0
Isle of Man,331,1.0,23.0,,271.0,37,21.0,3893.0,270.0,3853.0,45312.0
Benin,327,8.0,2.0,,76.0,249,,27.0,0.2,25015.0,2063.0
Montenegro,324,,9.0,,298.0,17,2.0,516.0,14.0,10167.0,16188.0
Vietnam,288,,,,252.0,36,2.0,3.0,,261004.0,2681.0
Rwanda,286,1.0,,,153.0,133,,22.0,,43379.0,3349.0
Cabo Verde,267,7.0,2.0,,58.0,207,,480.0,4.0,791.0,1423.0
Ethiopia,261,11.0,5.0,,106.0,150,,2.0,0.04,39048.0,340.0
Nepal,217,83.0,,,33.0,184,,7.0,,76424.0,2623.0
Liberia,211,,20.0,,85.0,106,,42.0,4.0,,
Haiti,209,27.0,16.0,1.0,17.0,176,,18.0,1.0,1296.0,114.0
Sao Tome and Principe,208,,5.0,,4.0,199,,949.0,23.0,175.0,799.0
Martinique,187,,14.0,,91.0,82,4.0,498.0,37.0,,
Faeroe Islands,187,,,,187.0,0,,3827.0,,8554.0,175061.0
Madagascar,186,,,,101.0,85,1.0,7.0,,3968.0,143.0
Eswatini,184,9.0,2.0,,28.0,154,,159.0,2.0,714.0,615.0
Togo,181,,11.0,,89.0,81,,22.0,1.0,10561.0,1276.0
Myanmar,180,,6.0,,76.0,98,,3.0,0.1,11822.0,217.0
South Sudan,156,,,,2.0,154,,14.0,,1247.0,111.0
Guadeloupe,154,,13.0,,104.0,37,4.0,385.0,32.0,,
Gibraltar,147,,,,143.0,4,,4363.0,,4155.0,123327.0
French Guiana,144,,1.0,,122.0,21,,482.0,3.0,,
CAR,143,,,,10.0,133,,30.0,,3498.0,724.0
Brunei,141,,1.0,,134.0,6,2.0,322.0,2.0,16037.0,36658.0
Uganda,129,8.0,,,55.0,74,,3.0,,61460.0,1344.0
Cambodia,122,,,,121.0,1,1.0,7.0,,14156.0,847.0
Bermuda,119,,8.0,,66.0,45,4.0,1911.0,128.0,4489.0,72080.0
Trinidad and Tobago,116,,8.0,,107.0,1,,83.0,6.0,2334.0,1668.0
Guyana,109,,10.0,,36.0,63,6.0,139.0,13.0,930.0,1182.0
Mozambique,104,1.0,,,34.0,70,,3.0,,4365.0,140.0
Aruba,101,,3.0,,89.0,9,4.0,946.0,28.0,1874.0,17552.0
Monaco,96,,4.0,,85.0,7,1.0,2446.0,102.0,,
Bahamas,93,,11.0,,39.0,43,1.0,236.0,28.0,1634.0,4155.0
Barbados,84,,7.0,,57.0,20,4.0,292.0,24.0,3008.0,10467.0
Cayman Islands,84,,1.0,,47.0,36,3.0,1278.0,15.0,4187.0,63708.0
Liechtenstein,82,,1.0,,55.0,26,,2151.0,26.0,900.0,23605.0
Sint Maarten,76,,15.0,,46.0,15,7.0,1773.0,350.0,329.0,7673.0
Yemen,65,9.0,10.0,1.0,1.0,54,,2.0,0.3,120.0,4.0
Libya,64,,3.0,,28.0,33,,9.0,0.4,3253.0,473.0
French Polynesia,60,,,,56.0,4,1.0,214.0,,2965.0,10555.0
Malawi,57,,3.0,,24.0,30,1.0,3.0,0.2,1337.0,70.0
Syria,47,,3.0,,29.0,15,,3.0,0.2,,
Angola,45,,2.0,,13.0,30,,1.0,0.06,3000.0,91.0
Macao,45,,,,42.0,3,1.0,69.0,,,
Mongolia,42,,,,15.0,27,2.0,13.0,,9787.0,2985.0
Saint Martin,39,,3.0,,30.0,6,1.0,1009.0,78.0,,
Eritrea,39,,,,38.0,1,,11.0,,,
Zimbabwe,36,,4.0,,9.0,23,,2.0,0.3,20537.0,1382.0
Nicaragua,25,9.0,8.0,3.0,7.0,10,,4.0,1.0,,
Antigua and Barbuda,25,,3.0,,19.0,3,1.0,255.0,31.0,183.0,1869.0
Botswana,24,,1.0,,12.0,11,,10.0,0.4,11495.0,4888.0
Timor-Leste,24,,,,21.0,3,,18.0,,738.0,560.0
Gambia,22,,1.0,,10.0,11,,9.0,0.4,1238.0,512.0
Grenada,21,,,,13.0,8,4.0,187.0,,1406.0,12495.0
Laos,19,,,,13.0,6,,3.0,,3874.0,532.0
Belize,18,,2.0,,16.0,0,,45.0,5.0,1043.0,2623.0
Fiji,18,,,,14.0,4,,20.0,,1300.0,1450.0
New Caledonia,18,,,,18.0,0,,63.0,,5454.0,19103.0
Saint Lucia,18,,,,17.0,1,,98.0,,620.0,3376.0
St. Vincent Grenadines,17,,,,9.0,8,,153.0,,137.0,1235.0
Curaçao,16,,1.0,,14.0,1,,98.0,6.0,389.0,2371.0
Dominica,16,,,,15.0,1,,222.0,,420.0,5834.0
Namibia,16,,,,11.0,5,,6.0,,1543.0,607.0
Burundi,15,,1.0,,7.0,7,,1.0,0.08,284.0,24.0
Saint Kitts and Nevis,15,,,,14.0,1,,282.0,,327.0,6147.0
Falkland Islands,13,,,,13.0,0,,3736.0,,402.0,115517.0
Turks and Caicos,12,,1.0,,8.0,3,,310.0,26.0,109.0,2815.0
Vatican City,12,,,,2.0,10,,14981.0,,,
Comoros,11,,1.0,,,10,,13.0,1.0,,
Montserrat,11,,1.0,,8.0,2,1.0,2204.0,200.0,36.0,7212.0
Bhutan,11,2.0,,,5.0,6,,14.0,,12163.0,15763.0
Greenland,11,,,,11.0,0,,194.0,,1461.0,25735.0
Seychelles,11,,,,10.0,1,,112.0,,,
Suriname,10,,1.0,,9.0,0,,17.0,2.0,404.0,689.0
MS Zaandam,9,,2.0,,,7,,,,,
Mauritania,8,,1.0,,6.0,1,,2.0,0.2,2015.0,433.0
Papua New Guinea,8,,,,8.0,0,,0.9,,2402.0,268.0
British Virgin Islands,7,,1.0,,4.0,2,,232.0,33.0,167.0,5524.0
Caribbean Netherlands,6,,,,,6,,229.0,,110.0,4195.0
St. Barth,6,,,,6.0,0,,607.0,,,
Western Sahara,6,,,,6.0,0,,10.0,,,
Anguilla,3,,,,3.0,0,,200.0,,,
Saint Pierre Miquelon,1,,,,1.0,0,,173.0,,,
China,82919,1.0,4633.0,,78171.0,115,10.0,58.0,3.0,,
Total:,4326828,74538.0,291809.0,4678.0,1571333.0,2463686,46347.0,555.1,37.4,,
